,公司名稱,產業類別,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG,ESG_ByPR
275,今皓,電子零組件業,3011,45.0,45.0,34.0,63.0,39.0,62,62.0,6.0,55.0,18,47.0,9.0,8.0,28.0,62.0,95,8,58,45.0,68.0,34.0,3.0,11.0,8.0,63.0,1,1,1,1,39
276,全漢,電子零組件業,3015,62.0,64.0,74.0,23.0,79.0,40,28.0,44.0,96.0,75,28.0,51.0,50.0,97.0,57.0,14,9,35,67.0,97.0,35.0,66.0,57.0,66.0,62.0,1,1,1,1,55
277,鴻名,電子零組件業,3021,23.0,19.0,40.0,69.0,97.0,64,64.0,88.0,67.0,9,98.0,80.0,76.0,74.0,84.0,34,10,11,10.0,16.0,36.0,98.0,96.0,87.0,76.0,1,1,1,1,57
278,信邦,電子零組件業,3023,30.0,31.0,27.0,84.0,94.0,13,19.0,62.0,66.0,3,39.0,36.0,47.0,27.0,65.0,11,11,34,68.0,96.0,37.0,55.0,41.0,50.0,84.0,1,1,1,1,45
279,禾伸堂,電子零組件業,3026,47.0,47.0,57.0,54.0,98.0,34,27.0,40.0,48.0,80,66.0,69.0,36.0,83.0,50.0,30,12,92,99.0,95.0,91.0,40.0,54.0,55.0,52.0,1,1,1,1,58
280,偉訓,電子零組件業,3032,80.0,82.0,73.0,18.0,77.0,65,65.0,5.0,29.0,4,35.0,14.0,7.0,15.0,39.0,20,13,15,28.0,94.0,87.0,51.0,65.0,11.0,35.0,1,1,1,1,41
281,欣興,電子零組件業,3037,76.0,78.0,84.0,30.0,54.0,12,35.0,2.0,17.0,97,97.0,10.0,3.0,13.0,27.0,32,14,44,65.0,28.0,3.0,79.0,86.0,5.0,30.0,1,1,1,1,41
282,晶技,電子零組件業,3042,58.0,67.0,81.0,28.0,48.0,22,8.0,31.0,43.0,85,64.0,71.0,40.0,47.0,81.0,11,96,16,31.0,34.0,19.0,45.0,70.0,70.0,60.0,1,1,1,1,49
283,健鼎,電子零組件業,3044,52.0,53.0,33.0,87.0,52.0,85,85.0,3.0,76.0,78,96.0,3.0,4.0,29.0,89.0,31,15,72,66.0,93.0,4.0,2.0,7.0,3.0,88.0,1,1,1,1,48
284,立德,電子零組件業,3058,19.0,15.0,47.0,79.0,61.0,86,86.0,72.0,71.0,5,49.0,45.0,61.0,33.0,71.0,53,3,70,53.0,21.0,5.0,60.0,52.0,60.0,92.0,1,1,1,1,51
285,日電貿,電子零組件業,3090,82.0,77.0,63.0,43.0,95.0,87,87.0,99.0,82.0,77,95.0,84.0,95.0,77.0,85.0,16,16,17,29.0,92.0,6.0,80.0,81.0,98.0,90.0,1,1,1,1,70
286,鴻碩,電子零組件業,3092,86.0,87.0,41.0,57.0,70.0,3,3.0,52.0,37.0,6,54.0,44.0,52.0,38.0,25.0,94,17,86,94.0,51.0,7.0,58.0,75.0,86.0,66.0,1,1,1,1,52
287,晟鈦,電子零組件業,3229,9.0,6.0,10.0,91.0,27.0,88,88.0,59.0,26.0,7,51.0,85.0,81.0,94.0,34.0,21,18,73,61.0,91.0,8.0,65.0,74.0,76.0,42.0,1,1,1,1,51
288,勝德,電子零組件業,3296,38.0,37.0,29.0,55.0,90.0,63,63.0,97.0,81.0,8,99.0,96.0,97.0,72.0,83.0,54,19,8,4.0,23.0,2.0,76.0,82.0,91.0,91.0,1,1,1,1,58
289,聯德,電子零組件業,3308,33.0,33.0,20.0,78.0,27.0,90,90.0,65.0,54.0,2,50.0,63.0,71.0,35.0,52.0,93,46,20,14.0,99.0,98.0,64.0,51.0,62.0,72.0,1,1,1,1,55
290,同泰,電子零組件業,3321,3.0,3.0,4.0,96.0,84.0,23,4.0,39.0,63.0,10,94.0,76.0,58.0,81.0,5.0,92,20,71,42.0,15.0,82.0,49.0,61.0,65.0,79.0,1,1,1,1,49
291,泰碩,電子零組件業,3338,46.0,46.0,55.0,42.0,38.0,84,84.0,50.0,35.0,17,93.0,79.0,53.0,62.0,54.0,24,83,60,60.0,89.0,12.0,48.0,62.0,64.0,47.0,1,1,1,1,55
292,新日興,電子零組件業,3376,6.0,11.0,18.0,72.0,64.0,18,13.0,43.0,65.0,89,34.0,50.0,37.0,43.0,97.0,27,44,68,63.0,88.0,13.0,57.0,49.0,57.0,29.0,1,1,1,1,46
293,台端,電子零組件業,3432,79.0,81.0,43.0,47.0,99.0,91,91.0,94.0,83.0,11,92.0,99.0,98.0,76.0,86.0,91,45,21,15.0,87.0,14.0,81.0,80.0,90.0,89.0,1,1,1,1,71
294,維熹,電子零組件業,3501,28.0,29.0,21.0,86.0,91.0,46,31.0,55.0,47.0,12,48.0,53.0,49.0,59.0,43.0,90,49,22,13.0,86.0,85.0,86.0,72.0,80.0,68.0,1,1,1,1,54
295,嘉澤,電子零組件業,3533,99.0,99.0,93.0,12.0,58.0,93,93.0,25.0,46.0,91,41.0,33.0,32.0,16.0,37.0,89,47,23,16.0,12.0,16.0,34.0,47.0,23.0,32.0,1,1,1,1,48
296,聯穎,電子零組件業,3550,50.0,48.0,60.0,39.0,76.0,94,94.0,27.0,24.0,13,55.0,72.0,56.0,64.0,51.0,88,81,90,90.0,85.0,17.0,42.0,59.0,59.0,21.0,1,1,1,1,58
297,力銘,電子零組件業,3593,44.0,40.0,25.0,52.0,31.0,95,95.0,56.0,25.0,14,58.0,23.0,60.0,63.0,23.0,29,74,66,59.0,7.0,84.0,88.0,20.0,31.0,22.0,1,1,1,1,47
298,宏致,電子零組件業,3605,36.0,34.0,52.0,67.0,74.0,30,11.0,78.0,58.0,15,90.0,77.0,84.0,55.0,56.0,87,73,65,48.0,84.0,38.0,91.0,94.0,94.0,56.0,1,1,1,1,62
299,谷崧,電子零組件業,3607,15.0,14.0,13.0,92.0,69.0,96,96.0,47.0,53.0,16,59.0,52.0,44.0,46.0,55.0,28,72,88,89.0,38.0,21.0,67.0,58.0,68.0,34.0,1,1,1,1,53
300,達邁,電子零組件業,3645,31.0,30.0,48.0,46.0,49.0,97,97.0,45.0,23.0,36,44.0,16.0,43.0,92.0,14.0,26,71,4,3.0,40.0,83.0,84.0,15.0,24.0,17.0,1,1,1,1,43
301,健策,電子零組件業,3653,53.0,59.0,50.0,53.0,65.0,21,15.0,18.0,27.0,37,42.0,66.0,41.0,79.0,45.0,11,70,63,70.0,33.0,90.0,37.0,50.0,48.0,44.0,1,1,1,1,47
302,新至陞,電子零組件業,3679,88.0,89.0,23.0,64.0,77.0,98,98.0,84.0,61.0,50,82.0,94.0,83.0,73.0,78.0,25,76,25,26.0,83.0,61.0,96.0,95.0,95.0,70.0,1,1,1,1,72
303,定穎投控,電子零組件業,3715,14.0,23.0,2.0,99.0,66.0,92,92.0,10.0,12.0,79,31.0,13.0,14.0,14.0,18.0,99,2,85,87.0,82.0,62.0,6.0,14.0,13.0,20.0,1,1,1,1,42
304,銘鈺,電子零組件業,4545,18.0,16.0,17.0,82.0,91.0,28,20.0,41.0,16.0,54,36.0,41.0,78.0,91.0,26.0,86,69,83,86.0,37.0,63.0,50.0,63.0,67.0,36.0,1,1,1,1,52
305,聯德控股-KY,電子零組件業,4912,40.0,41.0,37.0,75.0,63.0,6,2.0,71.0,4.0,70,5.0,95.0,72.0,98.0,98.0,22,98,82,85.0,14.0,64.0,70.0,53.0,63.0,18.0,1,1,1,1,54
306,致伸,電子零組件業,4915,94.0,95.0,96.0,4.0,67.0,17,38.0,19.0,52.0,92,6.0,25.0,33.0,6.0,68.0,55,91,62,51.0,81.0,65.0,59.0,32.0,41.0,59.0,1,1,1,1,52
307,泰鼎-KY,電子零組件業,4927,41.0,43.0,38.0,74.0,29.0,9,17.0,12.0,15.0,86,53.0,15.0,16.0,34.0,21.0,12,93,61,69.0,80.0,66.0,11.0,24.0,20.0,27.0,1,1,1,1,39
308,康控-KY,電子零組件業,4943,84.0,84.0,91.0,10.0,27.0,83,83.0,8.0,36.0,53,17.0,5.0,5.0,10.0,40.0,85,77,76,84.0,79.0,67.0,8.0,13.0,16.0,40.0,1,1,1,1,47
309,臻鼎-KY,電子零組件業,4958,42.0,42.0,36.0,73.0,42.0,15,43.0,4.0,28.0,94,37.0,2.0,2.0,20.0,32.0,84,78,75,83.0,78.0,68.0,4.0,9.0,7.0,33.0,1,1,1,1,41
310,榮科,電子零組件業,4989,63.0,58.0,71.0,17.0,49.0,82,82.0,33.0,3.0,51,26.0,55.0,25.0,50.0,33.0,83,79,14,18.0,26.0,69.0,38.0,76.0,61.0,50.0,1,1,1,1,48
311,鑫禾,電子零組件業,4999,20.0,22.0,30.0,80.0,57.0,81,81.0,70.0,85.0,57,60.0,89.0,79.0,90.0,91.0,52,95,43,55.0,46.0,70.0,94.0,91.0,89.0,98.0,1,1,1,1,69
312,瀚宇博,電子零組件業,5469,49.0,49.0,59.0,44.0,55.0,26,10.0,32.0,77.0,48,70.0,58.0,46.0,99.0,90.0,11,80,36,72.0,49.0,71.0,22.0,55.0,33.0,86.0,1,1,1,1,53
313,競國,電子零組件業,6108,2.0,4.0,3.0,98.0,50.0,66,66.0,30.0,74.0,47,67.0,67.0,55.0,48.0,88.0,98,75,4,2.0,77.0,72.0,33.0,88.0,49.0,94.0,1,1,1,1,54
314,鎰勝,電子零組件業,6115,61.0,65.0,64.0,48.0,62.0,67,67.0,96.0,11.0,39,89.0,60.0,57.0,69.0,4.0,51,67,31,24.0,24.0,73.0,87.0,33.0,45.0,3.0,1,1,1,1,52
315,金橋,電子零組件業,6133,34.0,32.0,49.0,50.0,32.0,68,68.0,95.0,20.0,45,88.0,75.0,74.0,84.0,9.0,82,56,64,49.0,13.0,96.0,72.0,45.0,54.0,7.0,1,1,1,1,54
316,柏承,電子零組件業,6141,11.0,10.0,12.0,89.0,28.0,39,14.0,20.0,42.0,43,38.0,28.0,35.0,54.0,48.0,81,48,91,82.0,76.0,75.0,19.0,64.0,30.0,38.0,1,1,1,1,45
317,嘉聯益,電子零組件業,6153,26.0,21.0,31.0,65.0,46.0,25,30.0,21.0,9.0,76,24.0,21.0,39.0,3.0,12.0,48,50,59,58.0,19.0,60.0,35.0,38.0,42.0,45.0,1,1,1,1,36
318,鈞寶,電子零組件業,6155,7.0,7.0,5.0,94.0,81.0,36,7.0,64.0,41.0,42,10.0,92.0,73.0,23.0,69.0,11,51,67,73.0,22.0,58.0,82.0,87.0,85.0,9.0,1,1,1,1,48
319,精成科,電子零組件業,6191,95.0,94.0,98.0,3.0,53.0,69,69.0,13.0,21.0,40,63.0,98.0,10.0,42.0,22.0,47,52,93,79.0,32.0,41.0,5.0,10.0,9.0,23.0,1,1,1,1,47
320,佳必琪,電子零組件業,6197,64.0,66.0,61.0,56.0,99.0,70,70.0,82.0,8.0,73,33.0,73.0,70.0,9.0,8.0,46,92,6,8.0,75.0,57.0,10.0,8.0,14.0,4.0,1,1,1,1,46
321,詮欣,電子零組件業,6205,48.0,51.0,58.0,61.0,93.0,71,71.0,73.0,68.0,72,87.0,90.0,94.0,82.0,75.0,57,53,30,22.0,74.0,42.0,78.0,84.0,81.0,15.0,1,1,1,1,65
322,聯茂,電子零組件業,6213,35.0,36.0,22.0,77.0,38.0,41,18.0,67.0,97.0,96,15.0,32.0,68.0,89.0,96.0,80,90,29,20.0,31.0,43.0,39.0,56.0,53.0,73.0,1,1,1,1,54
323,聚鼎,電子零組件業,6224,55.0,54.0,53.0,51.0,61.0,72,72.0,76.0,84.0,71,86.0,87.0,89.0,75.0,70.0,13,54,99,88.0,29.0,94.0,7.0,5.0,6.0,16.0,1,1,1,1,59
324,台郡,電子零組件業,6269,27.0,18.0,19.0,70.0,44.0,43,42.0,16.0,70.0,88,18.0,6.0,28.0,86.0,79.0,11,88,28,32.0,50.0,80.0,26.0,34.0,37.0,82.0,1,1,1,1,45
325,康舒,電子零組件業,6282,72.0,72.0,85.0,21.0,47.0,20,34.0,22.0,6.0,46,27.0,43.0,31.0,5.0,11.0,18,55,81,91.0,48.0,46.0,56.0,26.0,36.0,43.0,1,1,1,1,42
326,群電,電子零組件業,6412,93.0,93.0,97.0,5.0,59.0,73,73.0,23.0,49.0,90,23.0,34.0,34.0,2.0,60.0,79,57,32,12.0,73.0,47.0,62.0,29.0,39.0,48.0,1,1,1,1,51
327,鈺邦,電子零組件業,6449,83.0,83.0,80.0,27.0,88.0,74,74.0,53.0,40.0,41,7.0,39.0,67.0,7.0,77.0,78,66,74,92.0,72.0,86.0,53.0,42.0,51.0,11.0,1,1,1,1,59
328,騰輝電子-KY,電子零組件業,6672,78.0,79.0,69.0,34.0,45.0,32,21.0,46.0,87.0,67,57.0,24.0,54.0,85.0,95.0,77,58,87,93.0,20.0,49.0,47.0,39.0,47.0,97.0,1,1,1,1,59
329,嘉基,電子零組件業,6715,87.0,86.0,86.0,14.0,60.0,75,75.0,61.0,80.0,62,85.0,65.0,90.0,44.0,67.0,76,59,41,47.0,30.0,50.0,85.0,3.0,4.0,13.0,1,1,1,1,58
330,AES-KY,電子零組件業,6781,77.0,80.0,68.0,35.0,35.0,76,76.0,63.0,32.0,44,4.0,82.0,87.0,17.0,73.0,75,60,33,44.0,35.0,51.0,73.0,48.0,58.0,8.0,1,1,1,1,53
331,天二科技,電子零組件業,6834,10.0,8.0,7.0,85.0,40.0,77,77.0,74.0,38.0,49,12.0,91.0,86.0,21.0,74.0,40,61,51,54.0,71.0,52.0,63.0,69.0,72.0,12.0,1,1,1,1,52
332,圓裕,電子零組件業,6835,59.0,62.0,54.0,40.0,92.0,78,78.0,54.0,39.0,52,11.0,38.0,66.0,22.0,76.0,39,82,53,64.0,70.0,53.0,54.0,43.0,52.0,10.0,1,1,1,1,54
333,台虹,電子零組件業,8039,54.0,50.0,56.0,38.0,35.0,42,29.0,57.0,51.0,56,46.0,18.0,45.0,67.0,38.0,38,62,78,77.0,69.0,54.0,36.0,40.0,44.0,39.0,1,1,1,1,49
334,南電,電子零組件業,8046,75.0,75.0,88.0,13.0,30.0,79,79.0,9.0,31.0,82,84.0,19.0,6.0,12.0,24.0,37,63,77,76.0,44.0,55.0,20.0,12.0,19.0,14.0,1,1,1,1,45
335,瀚荃,電子零組件業,8103,68.0,68.0,70.0,32.0,93.0,80,80.0,93.0,69.0,61,83.0,88.0,96.0,96.0,63.0,74,64,55,43.0,27.0,56.0,99.0,99.0,99.0,80.0,1,1,1,1,73
336,志超,電子零組件業,8213,98.0,98.0,92.0,11.0,87.0,89,89.0,26.0,7.0,55,40.0,54.0,48.0,37.0,47.0,8,65,3,9.0,52.0,89.0,27.0,36.0,38.0,41.0,1,1,1,1,50
337,菱光,電子零組件業,8249,96.0,96.0,94.0,9.0,66.0,50,48.0,92.0,18.0,69,80.0,74.0,75.0,95.0,7.0,71,4,69,41.0,67.0,77.0,90.0,46.0,56.0,5.0,1,1,1,1,60
338,士電,電機機械,1503,91.0,95.0,97.0,9.0,27.0,99,99.0,25.0,97.0,41,99.0,47.0,25.0,87.0,53.0,5,47,99,99.0,11.0,79.0,43.0,25.0,29.0,93.0,1,1,1,1,61
339,東元,電機機械,1504,79.0,79.0,85.0,29.0,69.0,55,63.0,27.0,43.0,97,51.0,5.0,21.0,7.0,45.0,21,95,35,33.0,53.0,39.0,63.0,19.0,23.0,11.0,1,1,1,1,46
340,正道,電機機械,1506,43.0,45.0,31.0,67.0,79.0,47,15.0,71.0,33.0,35,31.0,53.0,39.0,41.0,9.0,37,41,67,61.0,37.0,37.0,41.0,27.0,33.0,25.0,1,1,1,1,42
341,中興電,電機機械,1513,71.0,71.0,81.0,25.0,51.0,53,61.0,65.0,83.0,33,5.0,65.0,43.0,99.0,69.0,33,39,59,63.0,17.0,81.0,61.0,81.0,41.0,79.0,1,1,1,1,57
342,亞力,電機機械,1514,85.0,83.0,89.0,23.0,11.0,65,65.0,57.0,69.0,31,13.0,79.0,77.0,83.0,63.0,7,37,17,37.0,31.0,93.0,59.0,55.0,63.0,81.0,1,1,1,1,55
343,力山,電機機械,1515,9.0,9.0,33.0,83.0,47.0,29,29.0,83.0,79.0,79,39.0,67.0,73.0,19.0,15.0,27,83,65,55.0,25.0,89.0,23.0,69.0,73.0,85.0,1,1,1,1,51
344,利奇,電機機械,1517,7.0,5.0,11.0,95.0,23.0,33,35.0,79.0,73.0,29,81.0,57.0,47.0,37.0,43.0,75,35,5,5.0,61.0,35.0,57.0,33.0,39.0,43.0,1,1,1,1,42
345,華城,電機機械,1519,89.0,89.0,95.0,11.0,39.0,23,25.0,45.0,53.0,27,73.0,59.0,57.0,71.0,59.0,29,33,73,73.0,63.0,33.0,49.0,49.0,27.0,45.0,1,1,1,1,52
346,日馳,電機機械,1526,53.0,61.0,45.0,73.0,59.0,67,67.0,75.0,77.0,25,29.0,83.0,87.0,43.0,65.0,31,97,9,11.0,59.0,31.0,55.0,85.0,67.0,53.0,1,1,1,1,56
347,鑽全,電機機械,1527,31.0,33.0,37.0,77.0,31.0,37,11.0,59.0,7.0,67,41.0,9.0,35.0,17.0,93.0,17,31,47,67.0,23.0,91.0,53.0,67.0,77.0,7.0,1,1,1,1,43
348,恩德,電機機械,1528,75.0,81.0,57.0,47.0,13.0,69,69.0,11.0,15.0,23,65.0,19.0,9.0,29.0,11.0,83,29,45,51.0,55.0,29.0,7.0,13.0,7.0,17.0,1,1,1,1,37
349,樂事綠能,電機機械,1529,29.0,25.0,29.0,71.0,95.0,71,71.0,91.0,55.0,21,19.0,71.0,65.0,89.0,73.0,15,27,63,65.0,9.0,85.0,51.0,89.0,91.0,63.0,1,1,1,1,57
350,亞崴,電機機械,1530,39.0,43.0,43.0,57.0,35.0,59,57.0,15.0,19.0,19,63.0,27.0,15.0,33.0,13.0,99,43,77,77.0,19.0,27.0,15.0,11.0,15.0,23.0,1,1,1,1,38
351,高林股,電機機械,1531,59.0,55.0,69.0,33.0,57.0,75,75.0,77.0,35.0,17,15.0,63.0,45.0,67.0,35.0,89,25,27,15.0,5.0,23.0,47.0,51.0,53.0,47.0,1,1,1,1,46
352,勤美,電機機械,1532,61.0,59.0,61.0,61.0,91.0,57,37.0,31.0,49.0,91,49.0,45.0,29.0,21.0,47.0,35,21,19,25.0,33.0,7.0,35.0,15.0,17.0,29.0,1,1,1,1,41
353,中宇,電機機械,1535,97.0,97.0,99.0,5.0,21.0,77,77.0,67.0,75.0,77,9.0,69.0,81.0,97.0,79.0,13,19,21,31.0,57.0,21.0,65.0,99.0,89.0,83.0,1,1,1,1,61
354,廣隆,電機機械,1537,99.0,99.0,73.0,39.0,73.0,79,79.0,17.0,87.0,83,91.0,23.0,13.0,93.0,87.0,39,17,79,79.0,65.0,19.0,13.0,23.0,19.0,91.0,1,1,1,1,59
355,正峰,電機機械,1538,47.0,47.0,7.0,93.0,89.0,81,81.0,73.0,9.0,15,37.0,25.0,55.0,23.0,85.0,97,15,81,81.0,97.0,95.0,69.0,95.0,87.0,9.0,1,1,1,1,60
356,巨庭,電機機械,1539,15.0,13.0,13.0,87.0,33.0,83,83.0,95.0,71.0,13,43.0,81.0,89.0,95.0,67.0,65,13,49,47.0,69.0,17.0,71.0,97.0,93.0,61.0,1,1,1,1,59
357,喬福,電機機械,1540,25.0,23.0,35.0,65.0,11.0,85,85.0,99.0,65.0,5,25.0,97.0,85.0,59.0,75.0,63,11,51,45.0,71.0,99.0,73.0,91.0,99.0,51.0,1,1,1,1,60
358,錩泰,電機機械,1541,5.0,7.0,5.0,99.0,75.0,87,87.0,49.0,95.0,11,67.0,55.0,59.0,69.0,99.0,87,93,7,7.0,73.0,97.0,33.0,57.0,65.0,77.0,1,1,1,1,59
359,伸興,電機機械,1558,81.0,77.0,75.0,21.0,97.0,27,55.0,21.0,85.0,73,97.0,51.0,31.0,13.0,91.0,41,5,83,83.0,51.0,15.0,75.0,93.0,31.0,95.0,1,1,1,1,59
360,中砂,電機機械,1560,73.0,73.0,71.0,27.0,15.0,17,45.0,5.0,11.0,89,69.0,21.0,19.0,35.0,17.0,43,23,85,85.0,35.0,13.0,21.0,21.0,25.0,33.0,1,1,1,1,39
361,程泰,電機機械,1583,51.0,49.0,65.0,31.0,45.0,73,73.0,97.0,57.0,37,17.0,85.0,79.0,61.0,77.0,49,45,71,57.0,21.0,43.0,99.0,83.0,95.0,65.0,1,1,1,1,61
362,永冠-KY,電機機械,1589,63.0,67.0,49.0,53.0,49.0,5,7.0,19.0,21.0,95,71.0,41.0,7.0,9.0,7.0,11,99,55,69.0,99.0,9.0,5.0,35.0,5.0,13.0,1,1,1,1,39
363,亞德客-KY,電機機械,1590,65.0,63.0,47.0,51.0,29.0,7,31.0,7.0,13.0,99,53.0,11.0,11.0,91.0,19.0,23,85,25,29.0,75.0,87.0,11.0,7.0,11.0,21.0,1,1,1,1,39
364,直得,電機機械,1597,57.0,53.0,53.0,43.0,87.0,49,5.0,47.0,25.0,39,55.0,93.0,51.0,75.0,29.0,59,57,11,9.0,41.0,41.0,77.0,41.0,49.0,35.0,1,1,1,1,47
365,上銀,電機機械,2049,69.0,69.0,93.0,7.0,37.0,9,27.0,9.0,23.0,75,61.0,17.0,5.0,15.0,21.0,25,75,13,13.0,77.0,25.0,17.0,9.0,13.0,27.0,1,1,1,1,33
366,大同,電機機械,2371,55.0,57.0,67.0,35.0,63.0,19,47.0,13.0,5.0,69,95.0,7.0,27.0,77.0,5.0,57,73,61,53.0,45.0,45.0,27.0,17.0,21.0,5.0,1,1,1,1,42
367,大量,電機機械,3167,49.0,29.0,59.0,49.0,41.0,91,91.0,81.0,59.0,81,21.0,89.0,93.0,27.0,23.0,51,71,87,87.0,79.0,63.0,79.0,61.0,71.0,71.0,1,1,1,1,64
368,東台,電機機械,4526,41.0,39.0,63.0,41.0,25.0,11,13.0,61.0,99.0,45,7.0,75.0,71.0,57.0,51.0,9,67,15,35.0,27.0,77.0,81.0,59.0,69.0,87.0,1,1,1,1,49
369,瑞智,電機機械,4532,95.0,93.0,83.0,19.0,43.0,61,49.0,41.0,51.0,51,93.0,43.0,49.0,39.0,49.0,61,7,89,89.0,7.0,83.0,83.0,39.0,47.0,59.0,1,1,1,1,57
370,全球傳動,電機機械,4540,27.0,31.0,41.0,63.0,53.0,21,39.0,43.0,31.0,71,75.0,29.0,69.0,45.0,61.0,85,79,91,91.0,81.0,75.0,85.0,53.0,61.0,15.0,1,1,1,1,57
371,力達-KY,電機機械,4552,17.0,19.0,23.0,79.0,59.0,93,93.0,35.0,45.0,55,89.0,15.0,23.0,11.0,39.0,95,65,69,49.0,13.0,73.0,39.0,45.0,55.0,19.0,1,1,1,1,49
372,氣立,電機機械,4555,21.0,17.0,17.0,97.0,77.0,95,95.0,87.0,47.0,57,23.0,99.0,91.0,63.0,89.0,93,61,93,93.0,83.0,71.0,87.0,71.0,79.0,55.0,1,1,1,1,70
373,強信-KY,電機機械,4560,19.0,21.0,25.0,81.0,17.0,39,51.0,39.0,41.0,43,83.0,91.0,61.0,55.0,41.0,91,91,39,43.0,15.0,69.0,37.0,47.0,57.0,49.0,1,1,1,1,50
374,穎漢,電機機械,4562,23.0,27.0,21.0,69.0,99.0,35,17.0,69.0,27.0,61,87.0,37.0,83.0,51.0,37.0,55,89,95,95.0,85.0,47.0,89.0,79.0,85.0,57.0,1,1,1,1,61
375,元翎,電機機械,4564,11.0,11.0,27.0,91.0,85.0,15,9.0,29.0,67.0,53,59.0,33.0,67.0,79.0,55.0,81,49,31,23.0,43.0,65.0,31.0,37.0,43.0,39.0,1,1,1,1,45
376,時碩工業,電機機械,4566,87.0,87.0,79.0,37.0,71.0,45,23.0,63.0,39.0,93,11.0,87.0,41.0,49.0,31.0,79,87,33,21.0,47.0,67.0,91.0,63.0,45.0,41.0,1,1,1,1,57
377,鈞興-KY,電機機械,4571,33.0,35.0,9.0,85.0,67.0,31,41.0,33.0,89.0,87,85.0,35.0,63.0,85.0,57.0,77,53,97,97.0,87.0,61.0,19.0,31.0,37.0,97.0,1,1,1,1,60
378,駐龍,電機機械,4572,35.0,37.0,39.0,59.0,61.0,41,21.0,55.0,17.0,65,47.0,31.0,75.0,53.0,27.0,73,51,37,19.0,89.0,59.0,93.0,77.0,83.0,75.0,1,1,1,1,53
379,大銀微系統,電機機械,4576,83.0,85.0,91.0,15.0,55.0,43,43.0,51.0,29.0,63,79.0,61.0,53.0,47.0,25.0,53,63,57,59.0,49.0,57.0,45.0,43.0,51.0,37.0,1,1,1,1,53
380,台灣精銳,電機機械,4583,45.0,51.0,55.0,45.0,81.0,51,53.0,37.0,93.0,59,57.0,95.0,33.0,81.0,97.0,71,81,41,39.0,39.0,55.0,95.0,87.0,59.0,99.0,1,1,1,1,64
381,豐祥-KY,電機機械,5288,67.0,65.0,51.0,55.0,19.0,13,59.0,23.0,91.0,85,77.0,13.0,17.0,5.0,95.0,69,55,53,41.0,91.0,53.0,9.0,5.0,9.0,89.0,1,1,1,1,48
382,建德工業,電機機械,6606,37.0,41.0,19.0,89.0,93.0,63,33.0,85.0,63.0,7,33.0,39.0,95.0,25.0,81.0,19,59,43,71.0,93.0,51.0,97.0,75.0,97.0,73.0,1,1,1,1,59
383,寶一,電機機械,8222,13.0,15.0,15.0,75.0,83.0,97,97.0,89.0,61.0,49,35.0,49.0,97.0,65.0,83.0,67,69,29,17.0,29.0,49.0,25.0,65.0,75.0,67.0,1,1,1,1,57
384,羅昇,電機機械,8374,93.0,91.0,87.0,13.0,77.0,89,89.0,93.0,81.0,47,27.0,77.0,99.0,73.0,71.0,45,77,23,27.0,95.0,11.0,29.0,73.0,81.0,69.0,1,1,1,1,65
385,高力,電機機械,8996,77.0,75.0,77.0,17.0,65.0,25,19.0,53.0,37.0,9,45.0,73.0,37.0,31.0,33.0,47,9,75,75.0,67.0,5.0,67.0,29.0,35.0,31.0,1,1,1,1,45
386,華電,電器電纜,1603,8.0,15.0,8.0,92.0,99.0,29,15.0,36.0,22.0,64,92.0,92.0,85.0,92.0,22.0,99,78,71,36.0,99.0,50.0,57.0,92.0,85.0,22.0,1,1,1,1,58
387,聲寶,電器電纜,1604,78.0,78.0,78.0,15.0,22.0,99,99.0,29.0,8.0,57,85.0,78.0,64.0,85.0,15.0,78,71,99,99.0,43.0,43.0,15.0,71.0,57.0,15.0,1,1,1,1,59
388,華新,電器電纜,1605,99.0,99.0,99.0,1.0,64.0,1,22.0,1.0,36.0,99,78.0,1.0,1.0,1.0,92.0,15,99,29,43.0,29.0,36.0,36.0,36.0,1.0,29.0,1,1,1,1,42
389,華榮,電器電纜,1608,29.0,22.0,43.0,43.0,50.0,92,92.0,43.0,64.0,50,71.0,50.0,29.0,78.0,50.0,71,64,64,64.0,8.0,71.0,64.0,15.0,15.0,71.0,1,1,1,1,53
390,大亞,電器電纜,1609,92.0,92.0,71.0,8.0,71.0,43,43.0,99.0,50.0,92,1.0,8.0,8.0,8.0,29.0,43,92,22,22.0,92.0,29.0,1.0,1.0,8.0,50.0,1,1,1,1,43
391,中電,電器電纜,1611,15.0,8.0,1.0,99.0,8.0,85,85.0,92.0,92.0,85,64.0,99.0,99.0,71.0,85.0,8,57,92,92.0,36.0,57.0,71.0,85.0,99.0,64.0,1,1,1,1,66
