,公司名稱,產業類別,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG,ESG_ByPR
508,豐達科,鋼鐵工業,3004,72.0,78.0,72.0,36.0,75.0,48,36.0,96.0,45.0,48,9.0,93.0,66.0,57.0,27.0,54,81,93,93.0,63.0,54.0,54.0,75.0,84.0,45.0,1,1,1,1,62
509,三星,鋼鐵工業,5007,51.0,54.0,54.0,45.0,48.0,15,33.0,93.0,84.0,51,42.0,75.0,45.0,24.0,42.0,51,84,72,57.0,60.0,72.0,96.0,63.0,78.0,54.0,1,1,1,1,58
510,東明-KY,鋼鐵工業,5538,21.0,21.0,21.0,93.0,96.0,93,93.0,90.0,24.0,54,33.0,99.0,99.0,51.0,33.0,90,87,57,42.0,27.0,84.0,69.0,90.0,93.0,42.0,1,1,1,1,64
511,世紀鋼,鋼鐵工業,9958,63.0,66.0,39.0,75.0,81.0,69,45.0,84.0,90.0,84,15.0,81.0,90.0,60.0,96.0,42,54,54,75.0,69.0,9.0,99.0,93.0,96.0,66.0,1,1,1,1,68
512,橋椿,居家生活,2062,9.0,9.0,9.0,90.0,99.0,36,27.0,18.0,18.0,90,72.0,45.0,18.0,99.0,9.0,90,99,18,9.0,99.0,99.0,9.0,18.0,27.0,45.0,1,1,1,1,46
513,嘉威,居家生活,3557,99.0,99.0,90.0,18.0,72.0,27,90.0,9.0,9.0,45,99.0,81.0,9.0,90.0,18.0,81,72,72,45.0,63.0,90.0,18.0,27.0,36.0,63.0,1,1,1,1,57
514,三能-KY,居家生活,6671,63.0,63.0,63.0,54.0,90.0,45,36.0,45.0,27.0,81,90.0,9.0,36.0,81.0,27.0,45,63,63,63.0,72.0,81.0,72.0,36.0,45.0,54.0,1,1,1,1,56
515,匯僑設計,居家生活,6754,45.0,45.0,72.0,27.0,54.0,90,63.0,90.0,72.0,36,63.0,90.0,72.0,72.0,63.0,54,90,9,18.0,54.0,72.0,63.0,90.0,63.0,72.0,1,1,1,1,62
516,峰源-KY,居家生活,6807,54.0,54.0,54.0,45.0,45.0,9,9.0,27.0,45.0,27,9.0,99.0,99.0,63.0,72.0,36,81,99,99.0,90.0,63.0,45.0,54.0,9.0,18.0,1,1,1,1,52
517,億豐,居家生活,8464,90.0,90.0,99.0,9.0,36.0,81,54.0,54.0,36.0,99,54.0,27.0,90.0,54.0,45.0,27,54,90,90.0,45.0,54.0,54.0,81.0,81.0,27.0,1,1,1,1,61
518,商億-KY,居家生活,8482,72.0,72.0,81.0,36.0,18.0,18,18.0,72.0,90.0,18,81.0,18.0,63.0,45.0,90.0,72,45,54,36.0,81.0,45.0,27.0,63.0,54.0,99.0,1,1,1,1,55
519,櫻花,居家生活,9911,36.0,36.0,45.0,63.0,9.0,54,72.0,99.0,54.0,72,45.0,36.0,45.0,36.0,36.0,18,36,45,54.0,27.0,36.0,99.0,9.0,18.0,9.0,1,1,1,1,44
520,福興,居家生活,9924,18.0,18.0,18.0,99.0,63.0,72,81.0,36.0,99.0,63,36.0,72.0,27.0,27.0,81.0,9,27,36,72.0,18.0,27.0,36.0,45.0,90.0,90.0,1,1,1,1,50
521,成霖,居家生活,9934,81.0,81.0,36.0,72.0,81.0,99,99.0,81.0,63.0,54,27.0,63.0,81.0,18.0,54.0,63,18,27,27.0,36.0,18.0,90.0,99.0,99.0,36.0,1,1,1,1,60
522,慶豐富,居家生活,9935,27.0,27.0,27.0,81.0,27.0,63,45.0,63.0,81.0,9,18.0,54.0,54.0,9.0,99.0,99,9,81,81.0,9.0,9.0,81.0,72.0,72.0,81.0,1,1,1,1,51
523,南港,橡膠工業,2101,54.0,54.0,63.0,54.0,18.0,9,9.0,81.0,99.0,72,81.0,54.0,45.0,90.0,63.0,72,90,9,9.0,63.0,81.0,45.0,54.0,27.0,27.0,1,1,1,1,53
524,泰豐,橡膠工業,2102,27.0,18.0,27.0,72.0,45.0,72,54.0,63.0,54.0,63,72.0,63.0,72.0,81.0,90.0,63,81,36,18.0,9.0,90.0,99.0,45.0,63.0,63.0,1,1,1,1,58
525,台橡,橡膠工業,2103,90.0,81.0,81.0,27.0,72.0,45,63.0,9.0,45.0,99,99.0,18.0,9.0,9.0,81.0,99,72,81,36.0,99.0,72.0,9.0,9.0,9.0,18.0,1,1,1,1,53
526,國際中橡,橡膠工業,2104,99.0,99.0,90.0,18.0,99.0,63,36.0,18.0,27.0,54,63.0,9.0,63.0,72.0,45.0,90,63,99,99.0,45.0,63.0,18.0,36.0,54.0,99.0,1,1,1,1,61
527,正新,橡膠工業,2105,63.0,63.0,54.0,45.0,27.0,36,72.0,27.0,81.0,90,9.0,27.0,18.0,63.0,72.0,36,54,27,27.0,72.0,54.0,54.0,18.0,18.0,81.0,1,1,1,1,48
528,建大,橡膠工業,2106,36.0,45.0,36.0,81.0,54.0,27,45.0,54.0,72.0,45,54.0,36.0,54.0,18.0,54.0,27,45,72,72.0,90.0,45.0,90.0,63.0,36.0,72.0,1,1,1,1,53
529,厚生,橡膠工業,2107,72.0,72.0,45.0,63.0,36.0,54,27.0,90.0,36.0,36,45.0,99.0,81.0,54.0,18.0,54,36,63,54.0,54.0,36.0,81.0,99.0,99.0,45.0,1,1,1,1,58
530,南帝,橡膠工業,2108,81.0,90.0,99.0,9.0,9.0,99,99.0,36.0,9.0,27,90.0,90.0,27.0,99.0,9.0,9,99,18,81.0,27.0,27.0,27.0,27.0,45.0,9.0,1,1,1,1,50
531,華豐,橡膠工業,2109,9.0,9.0,18.0,90.0,63.0,18,18.0,45.0,18.0,18,36.0,45.0,36.0,45.0,27.0,18,27,54,63.0,18.0,99.0,72.0,90.0,90.0,54.0,1,1,1,1,43
532,鑫永銓,橡膠工業,2114,18.0,27.0,9.0,99.0,81.0,90,90.0,99.0,63.0,9,27.0,81.0,99.0,36.0,36.0,45,18,90,90.0,36.0,18.0,63.0,72.0,72.0,36.0,1,1,1,1,56
533,申豐,橡膠工業,6582,45.0,36.0,72.0,36.0,90.0,81,81.0,72.0,90.0,81,18.0,72.0,90.0,27.0,99.0,81,9,45,45.0,81.0,9.0,36.0,81.0,81.0,90.0,1,1,1,1,62
534,台船,航運業,2208,39.0,39.0,39.0,51.0,11.0,55,59.0,15.0,3.0,19,23.0,75.0,23.0,83.0,3.0,3,47,51,63.0,3.0,83.0,3.0,3.0,7.0,3.0,1,1,1,1,32
535,長榮,航運業,2603,99.0,99.0,99.0,3.0,39.0,39,51.0,27.0,75.0,47,19.0,3.0,11.0,19.0,99.0,39,39,35,43.0,91.0,11.0,95.0,95.0,59.0,83.0,1,1,1,1,53
536,新興,航運業,2605,75.0,75.0,67.0,19.0,67.0,91,91.0,87.0,35.0,75,91.0,39.0,99.0,31.0,87.0,95,87,95,91.0,35.0,99.0,27.0,27.0,95.0,23.0,1,1,1,1,68
537,裕民,航運業,2606,71.0,71.0,79.0,23.0,63.0,87,87.0,99.0,99.0,95,31.0,23.0,91.0,99.0,91.0,19,11,39,59.0,71.0,15.0,31.0,31.0,99.0,99.0,1,1,1,1,63
538,榮運,航運業,2607,43.0,43.0,47.0,43.0,59.0,35,19.0,47.0,55.0,31,35.0,59.0,47.0,35.0,35.0,75,15,43,35.0,95.0,19.0,35.0,35.0,67.0,59.0,1,1,1,1,44
539,嘉里大榮,航運業,2608,23.0,23.0,23.0,75.0,31.0,7,11.0,23.0,23.0,35,39.0,51.0,19.0,79.0,27.0,35,83,23,19.0,23.0,91.0,39.0,39.0,31.0,35.0,1,1,1,1,36
540,陽明,航運業,2609,95.0,95.0,95.0,7.0,75.0,63,63.0,51.0,95.0,87,3.0,19.0,39.0,71.0,95.0,43,3,83,75.0,27.0,23.0,43.0,43.0,63.0,95.0,1,1,1,1,58
541,華航,航運業,2610,67.0,59.0,87.0,27.0,71.0,19,39.0,35.0,79.0,39,11.0,7.0,27.0,15.0,75.0,7,19,3,7.0,47.0,27.0,47.0,47.0,15.0,75.0,1,1,1,1,38
542,志信,航運業,2611,7.0,7.0,7.0,95.0,35.0,71,71.0,75.0,59.0,43,43.0,67.0,55.0,39.0,63.0,87,23,75,67.0,75.0,31.0,15.0,15.0,35.0,55.0,1,1,1,1,49
543,中航,航運業,2612,63.0,67.0,63.0,35.0,83.0,59,47.0,71.0,67.0,79,75.0,31.0,63.0,43.0,7.0,47,27,71,71.0,43.0,79.0,51.0,51.0,75.0,67.0,1,1,1,1,57
544,中櫃,航運業,2613,19.0,15.0,15.0,83.0,7.0,47,23.0,63.0,51.0,51,47.0,87.0,43.0,47.0,43.0,15,31,47,51.0,63.0,35.0,23.0,23.0,43.0,39.0,1,1,1,1,40
545,萬海,航運業,2615,87.0,87.0,91.0,11.0,95.0,23,43.0,19.0,71.0,99,7.0,11.0,31.0,3.0,23.0,83,35,7,3.0,11.0,87.0,59.0,59.0,27.0,87.0,1,1,1,1,46
546,台航,航運業,2617,55.0,63.0,71.0,31.0,51.0,99,99.0,95.0,27.0,7,99.0,43.0,79.0,51.0,15.0,79,7,99,99.0,67.0,43.0,83.0,83.0,87.0,27.0,1,1,1,1,62
547,長榮航,航運業,2618,59.0,55.0,75.0,63.0,79.0,3,7.0,31.0,83.0,67,71.0,15.0,35.0,95.0,79.0,59,43,67,79.0,79.0,39.0,87.0,87.0,71.0,91.0,1,1,1,1,61
548,亞航,航運業,2630,11.0,11.0,19.0,87.0,15.0,43,27.0,43.0,47.0,11,15.0,99.0,59.0,59.0,71.0,31,91,79,83.0,59.0,7.0,63.0,63.0,79.0,63.0,1,1,1,1,49
549,台灣高鐵,航運業,2633,35.0,35.0,43.0,55.0,43.0,31,55.0,11.0,91.0,83,59.0,95.0,7.0,87.0,19.0,11,79,27,31.0,55.0,47.0,67.0,67.0,3.0,7.0,1,1,1,1,46
550,漢翔,航運業,2634,47.0,51.0,55.0,59.0,47.0,15,31.0,3.0,7.0,59,63.0,83.0,3.0,75.0,47.0,27,51,59,55.0,15.0,51.0,19.0,19.0,23.0,51.0,1,1,1,1,41
551,台驊控股,航運業,2636,83.0,83.0,31.0,99.0,23.0,75,75.0,83.0,31.0,63,79.0,47.0,95.0,63.0,11.0,63,55,87,87.0,51.0,55.0,11.0,11.0,91.0,19.0,1,1,1,1,59
552,慧洋-KY,航運業,2637,31.0,31.0,35.0,67.0,99.0,79,79.0,91.0,87.0,91,83.0,55.0,75.0,11.0,55.0,67,99,19,15.0,31.0,59.0,71.0,71.0,11.0,43.0,1,1,1,1,58
553,宅配通,航運業,2642,3.0,3.0,11.0,91.0,55.0,11,3.0,39.0,39.0,27,55.0,71.0,51.0,67.0,39.0,23,59,15,23.0,83.0,63.0,75.0,75.0,51.0,71.0,1,1,1,1,44
554,長榮航太,航運業,2645,51.0,47.0,59.0,39.0,19.0,27,35.0,7.0,15.0,15,67.0,63.0,15.0,23.0,51.0,71,63,11,11.0,87.0,67.0,7.0,7.0,19.0,47.0,1,1,1,1,37
555,遠雄港,航運業,5607,91.0,91.0,51.0,47.0,87.0,83,83.0,79.0,43.0,23,87.0,35.0,83.0,7.0,59.0,91,67,91,95.0,7.0,71.0,91.0,91.0,39.0,15.0,1,1,1,1,64
556,四維航,航運業,5608,79.0,79.0,83.0,15.0,59.0,95,95.0,67.0,11.0,55,95.0,27.0,87.0,91.0,67.0,99,71,63,27.0,99.0,75.0,79.0,79.0,55.0,11.0,1,1,1,1,67
557,龍德造船,航運業,6753,15.0,19.0,3.0,79.0,27.0,67,67.0,59.0,63.0,3,27.0,91.0,67.0,55.0,83.0,55,75,55,47.0,39.0,95.0,99.0,99.0,47.0,31.0,1,1,1,1,55
558,建新國際,航運業,8367,27.0,27.0,27.0,71.0,91.0,51,15.0,55.0,19.0,71,51.0,79.0,71.0,27.0,31.0,51,95,31,39.0,19.0,3.0,55.0,55.0,83.0,79.0,1,1,1,1,49
559,光寶科,電腦及週邊設備業,2301,73.0,77.0,85.0,1.0,53.0,0,29.0,0.0,19.0,67,3.0,1.0,0.0,0.0,9.0,37,95,99,99.0,9.0,71.0,0.0,1.0,1.0,7.0,1,1,1,1,33
560,全友,電腦及週邊設備業,2305,0.0,0.0,0.0,73.0,59.0,59,61.0,77.0,0.0,1,75.0,89.0,75.0,51.0,0.0,27,3,23,47.0,11.0,95.0,75.0,89.0,81.0,55.0,1,1,1,1,45
561,仁寶,電腦及週邊設備業,2324,61.0,61.0,81.0,0.0,9.0,0,0.0,0.0,55.0,93,0.0,0.0,0.0,15.0,63.0,0,23,73,71.0,7.0,81.0,0.0,0.0,0.0,67.0,1,1,1,1,30
562,精英,電腦及週邊設備業,2331,71.0,73.0,73.0,9.0,77.0,5,0.0,53.0,13.0,55,61.0,61.0,65.0,91.0,83.0,23,21,71,69.0,67.0,25.0,79.0,37.0,43.0,15.0,1,1,1,1,50
563,佳世達,電腦及週邊設備業,2352,93.0,91.0,95.0,0.0,15.0,55,59.0,13.0,0.0,63,35.0,5.0,3.0,59.0,0.0,49,19,75,67.0,65.0,23.0,1.0,9.0,11.0,0.0,1,1,1,1,36
564,宏碁,電腦及週邊設備業,2353,89.0,87.0,99.0,0.0,73.0,0,55.0,27.0,81.0,83,0.0,15.0,31.0,0.0,79.0,93,17,17,13.0,17.0,21.0,33.0,21.0,25.0,71.0,1,1,1,1,42
565,英業達,電腦及週邊設備業,2356,35.0,37.0,49.0,37.0,11.0,0,21.0,0.0,0.0,95,9.0,0.0,0.0,3.0,0.0,17,15,67,65.0,63.0,19.0,3.0,0.0,0.0,0.0,1,1,1,1,22
566,華碩,電腦及週邊設備業,2357,77.0,75.0,91.0,0.0,45.0,51,47.0,25.0,3.0,61,17.0,25.0,23.0,0.0,0.0,0,97,0,37.0,19.0,17.0,37.0,25.0,35.0,0.0,1,1,1,1,32
567,藍天,電腦及週邊設備業,2362,37.0,29.0,61.0,7.0,63.0,49,49.0,39.0,97.0,65,13.0,49.0,41.0,25.0,53.0,43,13,31,31.0,31.0,15.0,23.0,31.0,31.0,33.0,1,1,1,1,38
568,倫飛,電腦及週邊設備業,2364,9.0,7.0,0.0,85.0,67.0,57,51.0,65.0,93.0,17,77.0,31.0,81.0,37.0,97.0,0,11,11,11.0,0.0,99.0,89.0,63.0,57.0,1.0,1,1,1,1,45
569,昆盈,電腦及週邊設備業,2365,21.0,13.0,15.0,67.0,83.0,53,53.0,41.0,79.0,15,29.0,69.0,73.0,27.0,73.0,41,9,27,21.0,0.0,13.0,43.0,45.0,49.0,53.0,1,1,1,1,40
570,技嘉,電腦及週邊設備業,2376,31.0,21.0,83.0,33.0,65.0,13,37.0,19.0,53.0,41,81.0,35.0,17.0,0.0,43.0,35,7,79,73.0,57.0,11.0,15.0,17.0,23.0,47.0,1,1,1,1,37
571,微星,電腦及週邊設備業,2377,81.0,81.0,97.0,0.0,57.0,61,57.0,1.0,33.0,13,47.0,29.0,9.0,35.0,45.0,1,5,19,57.0,73.0,9.0,13.0,0.0,3.0,31.0,1,1,1,1,34
572,虹光,電腦及週邊設備業,2380,3.0,0.0,19.0,51.0,21.0,35,15.0,55.0,27.0,11,65.0,63.0,69.0,63.0,21.0,39,79,81,77.0,0.0,7.0,25.0,51.0,45.0,39.0,1,1,1,1,38
573,廣達,電腦及週邊設備業,2382,79.0,79.0,87.0,0.0,37.0,0,0.0,0.0,17.0,97,5.0,0.0,0.0,13.0,77.0,45,3,15,19.0,77.0,83.0,0.0,0.0,0.0,19.0,1,1,1,1,30
574,精元,電腦及週邊設備業,2387,15.0,15.0,1.0,81.0,5.0,63,63.0,83.0,85.0,9,21.0,41.0,85.0,5.0,85.0,51,3,0,0.0,79.0,97.0,53.0,49.0,63.0,61.0,1,1,1,1,45
575,研華,電腦及週邊設備業,2395,63.0,67.0,57.0,23.0,33.0,21,31.0,17.0,31.0,99,83.0,11.0,15.0,0.0,23.0,53,3,35,35.0,81.0,5.0,11.0,27.0,27.0,49.0,1,1,1,1,36
576,友通,電腦及週邊設備業,2397,0.0,1.0,29.0,71.0,47.0,25,5.0,45.0,41.0,69,59.0,47.0,43.0,17.0,39.0,55,3,85,79.0,27.0,3.0,39.0,95.0,73.0,59.0,1,1,1,1,42
577,映泰,電腦及週邊設備業,2399,13.0,5.0,9.0,61.0,85.0,67,67.0,93.0,67.0,7,0.0,77.0,93.0,79.0,75.0,57,3,21,23.0,35.0,1.0,65.0,55.0,77.0,73.0,1,1,1,1,48
578,輔信,電腦及週邊設備業,2405,17.0,19.0,33.0,49.0,51.0,85,85.0,71.0,5.0,5,85.0,83.0,87.0,43.0,0.0,47,3,0,0.0,49.0,1.0,87.0,85.0,95.0,9.0,1,1,1,1,44
579,圓剛,電腦及週邊設備業,2417,43.0,45.0,47.0,5.0,25.0,97,97.0,63.0,95.0,39,87.0,71.0,79.0,31.0,49.0,61,3,89,75.0,15.0,1.0,97.0,65.0,59.0,0.0,1,1,1,1,54
580,承啟,電腦及週邊設備業,2425,75.0,69.0,0.0,65.0,95.0,95,95.0,23.0,45.0,3,89.0,21.0,25.0,1.0,41.0,63,77,25,29.0,37.0,77.0,19.0,29.0,29.0,65.0,1,1,1,1,48
581,倚天酷碁-創,電腦及週邊設備業,2432,49.0,43.0,0.0,79.0,29.0,37,41.0,89.0,83.0,0,91.0,93.0,91.0,75.0,81.0,89,75,3,0.0,83.0,1.0,63.0,59.0,85.0,95.0,1,1,1,1,57
582,麗臺,電腦及週邊設備業,2465,0.0,0.0,17.0,69.0,75.0,39,11.0,81.0,7.0,1,93.0,85.0,77.0,49.0,3.0,87,91,93,81.0,21.0,93.0,71.0,93.0,97.0,11.0,1,1,1,1,54
583,普安,電腦及週邊設備業,2495,7.0,9.0,31.0,55.0,13.0,93,93.0,85.0,9.0,1,0.0,91.0,51.0,85.0,91.0,85,89,95,83.0,87.0,1.0,59.0,97.0,91.0,63.0,1,1,1,1,59
584,歐格,電腦及週邊設備業,3002,27.0,31.0,5.0,43.0,91.0,91,91.0,87.0,57.0,1,0.0,97.0,95.0,87.0,69.0,0,87,1,9.0,89.0,89.0,93.0,79.0,69.0,69.0,1,1,1,1,58
585,神基,電腦及週邊設備業,3005,99.0,99.0,93.0,0.0,43.0,1,27.0,5.0,0.0,75,43.0,0.0,0.0,9.0,0.0,7,85,29,55.0,39.0,1.0,0.0,3.0,5.0,0.0,1,1,1,1,29
586,晟銘電,電腦及週邊設備業,3013,53.0,47.0,35.0,31.0,81.0,0,7.0,15.0,0.0,1,45.0,17.0,19.0,33.0,0.0,83,3,0,0.0,0.0,85.0,21.0,15.0,21.0,0.0,1,1,1,1,24
587,奇鋐,電腦及週邊設備業,3017,85.0,85.0,39.0,41.0,27.0,0,17.0,0.0,0.0,59,15.0,3.0,1.0,7.0,0.0,0,81,33,63.0,55.0,79.0,9.0,0.0,0.0,13.0,1,1,1,1,28
588,威強電,電腦及週邊設備業,3022,29.0,35.0,25.0,47.0,49.0,99,99.0,59.0,63.0,51,67.0,53.0,55.0,53.0,31.0,97,3,37,15.0,23.0,29.0,55.0,99.0,89.0,89.0,1,1,1,1,54
589,建碁,電腦及週邊設備業,3046,67.0,57.0,53.0,0.0,31.0,89,89.0,95.0,87.0,23,0.0,99.0,97.0,83.0,99.0,81,29,13,17.0,99.0,1.0,67.0,61.0,83.0,97.0,1,1,1,1,61
590,喬鼎,電腦及週邊設備業,3057,45.0,41.0,55.0,19.0,63.0,87,87.0,67.0,29.0,1,79.0,73.0,67.0,41.0,7.0,91,73,65,89.0,0.0,91.0,91.0,83.0,39.0,0.0,1,1,1,1,55
591,銘異,電腦及週邊設備業,3060,0.0,0.0,0.0,93.0,39.0,43,13.0,33.0,75.0,1,33.0,55.0,37.0,21.0,89.0,79,3,57,27.0,0.0,87.0,85.0,67.0,61.0,0.0,1,1,1,1,40
592,緯創,電腦及週邊設備業,3231,69.0,71.0,79.0,3.0,35.0,0,25.0,0.0,37.0,81,0.0,0.0,0.0,0.0,27.0,9,99,43,39.0,13.0,1.0,0.0,0.0,0.0,29.0,1,1,1,1,26
593,融程電,電腦及週邊設備業,3416,0.0,0.0,11.0,77.0,55.0,9,0.0,91.0,11.0,1,0.0,67.0,71.0,81.0,37.0,9,25,45,51.0,75.0,27.0,61.0,47.0,51.0,75.0,1,1,1,1,39
594,誠研,電腦及週邊設備業,3494,0.0,0.0,0.0,99.0,41.0,47,43.0,49.0,21.0,1,51.0,51.0,45.0,29.0,25.0,99,27,47,7.0,0.0,1.0,49.0,43.0,87.0,21.0,1,1,1,1,35
595,華擎,電腦及週邊設備業,3515,91.0,93.0,89.0,0.0,89.0,83,83.0,73.0,15.0,71,97.0,79.0,57.0,45.0,67.0,77,47,97,93.0,0.0,31.0,73.0,81.0,65.0,37.0,1,1,1,1,65
596,精聯,電腦及週邊設備業,3652,0.0,0.0,13.0,59.0,59.0,17,0.0,69.0,47.0,19,95.0,81.0,83.0,47.0,51.0,11,31,55,43.0,47.0,55.0,83.0,77.0,67.0,3.0,1,1,1,1,44
597,大眾控,電腦及週邊設備業,3701,97.0,97.0,23.0,53.0,59.0,69,69.0,7.0,0.0,21,53.0,0.0,5.0,11.0,0.0,75,61,91,95.0,43.0,65.0,5.0,5.0,9.0,0.0,1,1,1,1,41
598,神達,電腦及週邊設備業,3706,95.0,95.0,67.0,13.0,59.0,33,35.0,9.0,23.0,37,49.0,9.0,11.0,19.0,13.0,5,63,87,97.0,95.0,67.0,17.0,11.0,19.0,25.0,1,1,1,1,42
599,永崴投控,電腦及週邊設備業,3712,11.0,17.0,45.0,39.0,59.0,81,81.0,97.0,0.0,47,99.0,95.0,99.0,99.0,5.0,13,57,63,49.0,33.0,69.0,69.0,57.0,99.0,99.0,1,1,1,1,59
600,事欣科,電腦及週邊設備業,4916,59.0,63.0,0.0,87.0,99.0,79,79.0,0.0,49.0,27,27.0,0.0,0.0,69.0,61.0,73,59,0,0.0,1.0,63.0,0.0,0.0,0.0,41.0,1,1,1,1,37
601,和碩,電腦及週邊設備業,4938,65.0,55.0,77.0,11.0,23.0,0,39.0,0.0,39.0,85,11.0,0.0,0.0,57.0,33.0,0,53,61,61.0,93.0,73.0,0.0,0.0,0.0,27.0,1,1,1,1,35
602,科嘉-KY,電腦及週邊設備業,5215,25.0,27.0,43.0,45.0,67.0,15,9.0,0.0,59.0,29,25.0,0.0,0.0,71.0,57.0,15,51,77,91.0,51.0,61.0,0.0,0.0,0.0,45.0,1,1,1,1,35
603,虹堡,電腦及週邊設備業,5258,1.0,3.0,7.0,83.0,69.0,27,1.0,0.0,61.0,53,23.0,0.0,0.0,73.0,59.0,71,49,83,87.0,3.0,33.0,0.0,0.0,0.0,43.0,1,1,1,1,33
604,迎廣,電腦及週邊設備業,6117,0.0,0.0,0.0,95.0,63.0,11,0.0,35.0,89.0,33,69.0,23.0,33.0,23.0,87.0,69,55,0,0.0,91.0,57.0,99.0,35.0,37.0,91.0,1,1,1,1,44
605,上福,電腦及週邊設備業,6128,0.0,0.0,0.0,97.0,13.0,45,19.0,99.0,99.0,25,0.0,75.0,59.0,77.0,93.0,19,45,0,5.0,0.0,59.0,95.0,33.0,33.0,87.0,1,1,1,1,43
606,凌華,電腦及週邊設備業,6166,57.0,59.0,41.0,35.0,61.0,41,45.0,37.0,65.0,45,31.0,33.0,35.0,89.0,95.0,21,83,9,1.0,5.0,53.0,57.0,87.0,71.0,85.0,1,1,1,1,50
607,飛捷,電腦及週邊設備業,6206,19.0,25.0,37.0,57.0,71.0,77,77.0,57.0,1.0,43,63.0,45.0,53.0,95.0,19.0,67,43,39,33.0,0.0,51.0,81.0,41.0,41.0,83.0,1,1,1,1,49
608,尼得科超眾,電腦及週邊設備業,6230,0.0,0.0,3.0,91.0,1.0,19,0.0,51.0,69.0,35,57.0,59.0,39.0,65.0,35.0,0,93,69,85.0,85.0,49.0,27.0,75.0,47.0,79.0,1,1,1,1,45
609,華孚,電腦及週邊設備業,6235,83.0,83.0,27.0,75.0,47.0,75,75.0,43.0,43.0,31,7.0,43.0,49.0,61.0,29.0,25,41,51,45.0,53.0,47.0,47.0,73.0,75.0,81.0,1,1,1,1,52
610,宏正,電腦及週邊設備業,6277,51.0,49.0,59.0,15.0,17.0,3,0.0,47.0,35.0,77,55.0,57.0,47.0,97.0,15.0,3,39,53,53.0,45.0,45.0,31.0,39.0,55.0,23.0,1,1,1,1,40
611,樺漢,電腦及週邊設備業,6414,87.0,89.0,75.0,0.0,7.0,73,73.0,79.0,25.0,87,0.0,87.0,89.0,55.0,55.0,95,37,0,0.0,97.0,43.0,51.0,69.0,79.0,57.0,1,1,1,1,56
612,研揚,電腦及週邊設備業,6579,47.0,53.0,51.0,25.0,19.0,23,0.0,75.0,71.0,49,71.0,65.0,61.0,39.0,47.0,0,35,41,59.0,59.0,75.0,41.0,53.0,53.0,77.0,1,1,1,1,48
613,動力-KY,電腦及週邊設備業,6591,41.0,51.0,63.0,27.0,0.0,71,71.0,31.0,73.0,57,19.0,37.0,29.0,0.0,65.0,65,71,59,25.0,61.0,41.0,45.0,71.0,7.0,51.0,1,1,1,1,45
614,緯穎,電腦及週邊設備業,6669,33.0,39.0,71.0,29.0,79.0,7,33.0,21.0,77.0,91,1.0,27.0,21.0,0.0,71.0,29,69,5,3.0,71.0,39.0,35.0,23.0,0.0,35.0,1,1,1,1,36
615,振樺電,電腦及週邊設備業,8114,5.0,11.0,0.0,89.0,97.0,31,3.0,61.0,51.0,73,73.0,39.0,63.0,67.0,17.0,31,33,0,0.0,41.0,37.0,77.0,91.0,93.0,93.0,1,1,1,1,47
616,達方,電腦及週邊設備業,8163,55.0,65.0,65.0,21.0,3.0,0,23.0,3.0,0.0,79,41.0,7.0,7.0,93.0,0.0,33,67,49,41.0,69.0,35.0,0.0,19.0,13.0,5.0,1,1,1,1,32
617,勤誠,電腦及週邊設備業,8210,23.0,23.0,69.0,17.0,87.0,29,0.0,29.0,91.0,89,37.0,19.0,27.0,0.0,11.0,9,65,0,0.0,25.0,1.0,29.0,7.0,17.0,0.0,1,1,1,1,28
618,偉聯,電腦及週邊設備業,9912,39.0,33.0,21.0,63.0,93.0,65,65.0,11.0,0.0,1,39.0,13.0,13.0,0.0,1.0,59,3,7,0.0,29.0,1.0,7.0,13.0,15.0,17.0,1,1,1,1,24
619,麗正,半導體業,2302,23.0,23.0,23.0,97.0,31.0,99,99.0,58.0,25.0,18,99.0,79.0,86.0,86.0,45.0,63,52,20,22.0,21.0,87.0,65.0,59.0,63.0,39.0,1,1,1,1,55
620,聯電,半導體業,2303,76.0,78.0,80.0,40.0,69.0,25,46.0,20.0,28.0,77,45.0,19.0,20.0,22.0,33.0,42,96,36,33.0,87.0,39.0,20.0,20.0,20.0,32.0,1,1,1,1,44
621,華泰,半導體業,2329,27.0,26.0,27.0,87.0,95.0,29,40.0,34.0,27.0,36,58.0,53.0,33.0,21.0,37.0,95,48,77,75.0,20.0,40.0,39.0,29.0,30.0,35.0,1,1,1,1,45
622,台積電,半導體業,2330,91.0,91.0,94.0,24.0,47.0,19,48.0,18.0,22.0,87,34.0,18.0,18.0,19.0,38.0,29,98,54,68.0,78.0,97.0,18.0,18.0,18.0,23.0,1,1,1,1,47
