公司名稱,產業類別,資料範圍,用水密集度-單位,取得驗證,資料範圍.1,取得驗證.1,範疇一-資料邊界,範疇一-取得驗證,範疇二-資料邊界,範疇二-取得驗證,範疇三-資料邊界,範疇三-取得驗證,溫室氣體排放密集度-單位,有害廢棄物量-資料範圍,非有害廢棄物量-資料範圍,總重量(有害+非有害)-資料範圍,廢棄物密集度-單位,取得驗證.2,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位)
揚明光,光電業,僅母公司,,N,,N,僅母公司,N,僅母公司,N,,N,,僅母公司,僅母公司,僅母公司,,N,3504.0,927.0,783.0,742.0,571.0,0.2364,13.0,0.0139,88948.0,36839.395,2.0,0.039850000000000003,1.567,14044.77,7342.82,0.6253,7.0,3.0,2.0,0.29,0.96,1.0,20.22,1909.935,81.0,88.1
晶彩科,光電業,僅母公司,百萬元營業額,N,,N,僅母公司,N,,N,,N,百萬元營業額,僅母公司,僅母公司,僅母公司,百萬元營業額,N,3535.0,1290.0,1123.0,1066.0,905.0,0.1111,0.0,0.0,5410.0,3.707,2.0,0.0,749.217,18038.105,1861.45725,0.5134,9.0,4.0,0.0,0.0,0.87,1.0,0.0,22.2,22.2,0.0152
州巧,光電業,,,N,,N,,N,,N,,N,,,,,,N,3543.0,842.0,703.0,672.0,574.0,0.303,7.0,0.0214,391438.5,21.235,1.0,0.2998,1039.4685,38142.585,22945.52,2.3516,9.0,4.0,0.0,0.0,1.0,1.0,853.745,5081.1849999999995,1923.7,0.11505
牧德,光電業,牧德科技股份有限公司,百萬元營業額,N,牧德科技股份有限公司,N,牧德科技股份有限公司,N,牧德科技股份有限公司,N,,N,百萬元營業額,牧德科技股份有限公司,牧德科技股份有限公司,牧德科技股份有限公司,百萬元營業額,N,3563.0,1300.0,1094.0,1024.0,883.0,0.2,9.0,0.0326,10240.0,4.871,2.0,0.0,24.43,702.43,1861.45725,0.35,9.0,3.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0048
聯合再生,光電業,母公司(竹科廠、竹南廠及台南廠),百萬元營業額,N,,N,母公司(台北、竹科廠、竹南廠及台南廠),ISO 14064,母公司(台北、竹科廠、竹南廠及台南廠),ISO 14064,母公司(台北、竹科廠、竹南廠及台南廠),ISO 14064,百萬元營業額,母公司(竹科廠、竹南廠及台南廠),母公司(竹科廠、竹南廠及台南廠),母公司(竹科廠、竹南廠及台南廠),百萬元營業額,N,3576.0,895.0,716.0,673.0,526.0,0.248,13.0,0.0074,693929.0,42.43,2.0,0.0,2077.37,62240.4,11809.18,4.7,11.0,3.0,0.0,0.0,0.9697,1.0,1352.4,2414.0,3766.4,0.23
艾笛森,光電業,艾笛森中和所有廠區及子公司艾特中和廠區,百萬元營業額,N,,N,艾笛森中和所有廠區及子公司艾特中和廠區,N,艾笛森中和所有廠區及子公司艾特中和廠區,N,,N,百萬元營業額,艾笛森中和所有廠區及子公司艾特中和廠區,艾笛森中和所有廠區及子公司艾特中和廠區,艾笛森中和所有廠區及子公司艾特中和廠區,百萬元營業額,N,3591.0,993.0,822.0,652.0,482.0,0.34,0.0,0.0,11365.0,38.81,2.0,0.11405,44.26,1401.0,1861.45725,4.55,9.0,4.0,2.0,0.22,0.9836,1.0,0.72,7.19,7.91,0.025
洋華,光電業,母公司,百萬元營業額,N,,N,母公司,N,母公司,N,,N,百萬元營業額,母公司,母公司,母公司,百萬元營業額,N,3622.0,1211.0,1080.0,820.0,691.0,0.2045,0.0,0.0,10956.0,7.0867,1.0,0.11405,20.44,1917.6,1861.45725,1.2536,9.0,3.0,2.0,0.2222,0.8889,0.8889,3.14,45.297,48.437,31.3305
TPK-KY,光電業,包含合併財務報表之母子公司,千元營業額,N,僅含大陸廠區,ISO 50001,包含合併財務報表之母子公司,ISO 14064,包含合併財務報表之母子公司,ISO 14064,包含合併財務報表之母子公司,ISO 14064,千元營業額,包含合併財務報表之母子公司,包含合併財務報表之母子公司,包含合併財務報表之母子公司,千元營業額,ISO 14001,3673.0,1005.5,856.5,839.0,733.5,0.2405,18.0,0.0012,3744674.0,0.04,2.0,0.5996,12190.09,294255.13,34081.86,0.0032,9.0,3.0,0.0,0.0,0.9767,1.0,355.09,7748.37,8103.46,0.0001
富采,光電業,台灣廠區,百萬元營業額,N,,N,邊界主要為富采投資控股股份有限公司，且包含旗下主要子公司晶元光電(包含台灣各廠區據點新竹、苗栗、台中與台南)及旗下大陸子公司晶品光電(常州)、晶宇光電(廈門)及江蘇璨揚光電，隆達電子及其大陸子公司達亮電子與晶成半導體。,ISO 14064,邊界主要為富采投資控股股份有限公司，且包含旗下主要子公司晶元光電(包含台灣各廠區據點新竹、苗栗、台中與台南)及旗下大陸子公司晶品光電(常州)、晶宇光電(廈門)及江蘇璨揚光電，隆達電子及其大陸子公司達亮電子與晶成半導體。,ISO 14064,富采、晶元光電、隆達電子、晶成半導體。,ISO 14064,晶電:9.87 (ton CO2e/晶圓產能面積m2)，隆達：3.94 (ton CO2e/晶圓產能面積m2)，晶成：97.43(ton CO2e/晶圓產能重量kg),邊界主要為富采投資控股股份有限公司，且包含旗下主要子公司晶元光電(包含台灣各廠區據點新竹、苗栗、台中與台南)及其下大陸子公司晶品光電(常州)、晶宇光電(廈門)及江蘇璨揚光電，隆達電子及其大陸子公司達亮電子與晶成半導體,邊界主要為富采投資控股股份有限公司，且包含旗下主要子公司晶元光電(包含台灣各廠區據點新竹、苗栗、台中與台南)及其下大陸子公司晶品光電(常州)、晶宇光電(廈門)及江蘇璨揚光電，隆達電子及其大陸子公司達亮電子與晶成半導體,邊界主要為富采投資控股股份有限公司，且包含旗下主要子公司晶元光電(包含台灣各廠區據點新竹、苗栗、台中與台南)及其下大陸子公司晶品光電(常州)、晶宇光電(廈門)及江蘇璨揚光電，隆達電子及其大陸子公司達亮電子與晶成半導體,,N,3714.0,1825.0,1608.0,873.0,698.0,0.2623,18.0,0.0,3492000.0,0.12,7.0,0.77625,66085.75,280416.3,42113.94,0.0,9.0,5.0,0.0,0.0,0.9841,1.0,9899.04,2105.63,12004.67,0.33505
太極,光電業,母公司及越南子公司,百萬元營業額,N,,N,母公司及越南子公司,N,母公司及越南子公司,N,,N,百萬元營業額,越南子公司,越南子公司,越南子公司,百萬元營業額,ISO 14001,4934.0,1366.0,1196.0,983.0,854.0,0.028,1.0,0.0018,6258.0,2.8171,1.0,0.02665,93.1058,35074.07,1861.45725,15.8308,7.0,3.0,2.0,0.2857,0.9388,1.0,0.0,11.174999999999999,2.84,0.0013
茂林-KY,光電業,,,N,,N,,N,,N,,N,,,,,,N,4935.0,1239.0,1088.0,882.5,708.5,0.279,0.0,0.0,19121.0,9.28875,2.0,0.0091,117.33435,18330.565,70625.04,9.1762,7.0,3.0,1.0,0.1429,1.0,1.0,93.3905,678.154,544.93,0.24065
嘉彰,光電業,111年度用水量統計,百萬元營業額,N,,N,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,百萬元營業額,111年度廢棄物量統計,111年度廢棄物量統計,111年度廢棄物量統計,百萬元營業額,N,4942.0,1112.0,980.0,782.0,563.0,0.2055,0.0,0.0,31984.0,15.7604,1.0,0.11405,141.5629,1587.06,3388.62,2.5216,9.0,4.0,0.0,0.0,1.0,1.0,0.0,1087.02,1087.02,0.48
光鋐,光電業,111年01月~111年12月,,N,,N,,N,,N,,N,,111年01月~111年12月,111年01月~111年12月,111年01月~111年12月,,N,4956.0,682.0,562.0,585.0,522.0,0.2,0.0,0.0,130604.0,108.4341,1.0,0.0006,811.2261,13791.800000000001,7342.82,13.99685,9.0,3.0,0.0,0.0,0.9444,0.6667,186.781,269.288,456.069,0.59605
