公司名稱,產業類別,資料範圍,用水密集度-單位,取得驗證,資料範圍.1,取得驗證.1,範疇一-資料邊界,範疇一-取得驗證,範疇二-資料邊界,範疇二-取得驗證,範疇三-資料邊界,範疇三-取得驗證,溫室氣體排放密集度-單位,有害廢棄物量-資料範圍,非有害廢棄物量-資料範圍,總重量(有害+非有害)-資料範圍,廢棄物密集度-單位,取得驗證.2,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位)
今國光,光電業,今國集團,,N,,N,,N,今國集團,N,,N,,111年今國集團,111年今國集團,111年今國集團,百萬元營業額,ISO 14001,6209.0,627.0,508.0,531.0,483.0,0.2079,12.0,0.0134,202325.0,82.3742,1.0,0.0072,128.56385,14212.0,23948.645,5.068149999999999,9.0,3.0,1.0,0.11,0.94,0.44,43.335,129.908,173.243,0.0876
天瀚,光電業,,,N,,N,,N,,N,,N,,,,,,N,6225.0,917.0,770.0,991.0,1007.0,0.6,0.0,0.0,3720045.9850000003,160.88,1.0,0.5031,30912.91,149095.97,159542.36,10.155,7.0,3.0,4.0,0.5714,0.8461,0.0,2378.0150000000003,11557.310000000001,13935.325,0.335
光鼎,光電業,,,N,,N,,N,,N,,N,,,,,,N,6226.0,1054.0,907.0,854.0,695.0,0.444,0.0,0.0,257744.1,3.1609499999999997,1.0,0.5031,678.9582,34953.445,116197.67,0.4191,9.0,3.0,1.0,0.11,0.9611,0.0,191.271,1370.9817,1562.2527,0.02
台表科,光電業,母公司及子公司-峻凌電子(蘇州)有限公司,百萬元營業額,N,,N,母公司及子公司-峻凌電子(蘇州)有限公司,N,母公司及子公司-峻凌電子(蘇州)有限公司,N,,N,百萬元營業額,母公司及子公司-峻凌電子(蘇州)有限公司,母公司及子公司-峻凌電子(蘇州)有限公司,母公司及子公司-峻凌電子(蘇州)有限公司,百萬元營業額,N,6278.0,1159.0,1016.0,708.0,576.0,0.341,0.0,0.0,466000.0,6.3,1.0,0.07454999999999999,1286.89,60557.91,73753.265,0.834,10.0,3.0,4.0,0.4,0.9667,0.5,378.33,2655.26,3033.59,0.04
悅城,光電業,母公司,製程用水,N,,N,母公司,N,母公司,N,,N,,母公司,母公司,母公司,百萬元營業額,N,6405.0,775.0,644.0,592.0,548.0,0.24,8.0,0.029,116881.0,86728.0,1.0,0.0,0.8606,4419.0,7342.82,0.9440999999999999,7.0,3.0,1.0,0.1429,1.0,1.0,3571.22,222.22,3793.44,10.1158
元晶,光電業,111年台北公司、新竹廠及屏東廠資料加總,百萬元營業額,N,廠區用電來源為台電，廠區太陽能光電售於台電無列入,N,111年新竹廠及屏東廠資料加總,N,111年新竹廠及屏東廠資料加總,N,,N,百萬元營業額,111年新竹廠及屏東廠加總,111年新竹廠及屏東廠加總,111年新竹廠及屏東廠加總,百萬元營業額,ISO 14001,6443.0,631.0,502.0,571.0,479.0,0.0714,31.0,0.0164,564635.0,62.702,2.0,0.0,6154.72,48538.05,10727.125,6.074,8.0,3.0,2.0,0.25,0.9792,1.0,1318.7,3223.6,4542.3,0.504
GIS-KY,光電業,本公司及子公司所有廠區,百萬元營業額,N,本公司及子公司所有廠區,ISO 50001,本公司及子公司所有廠區,ISO 14064,本公司及子公司所有廠區,ISO 14064,本公司及子公司所有廠區,ISO 14064,百萬元營業額,本公司及子公司所有廠區,本公司及子公司所有廠區,本公司及子公司所有廠區,,ISO 14001,6456.0,985.5,838.5,922.5,851.0,0.1696,17.0,0.0012,2261131.97,18.02,4.0,0.9529,2724.6,13250.48,226617.6,0.13,7.0,3.0,0.0,0.0,0.98,1.0,826.69,15538.69,16365.38,0.00035
安集,光電業,20220101-20221231,千元營業額,N,,N,,N,,N,,N,,20220101-20221231,20220101-20221231,20220101-20221231,千元營業額,N,6477.0,700.0,582.0,599.0,562.0,0.6,18.0,0.07,22075.0,0.0068,1.0,0.11405,83.1577,4199.6449999999995,1861.45725,0.85645,8.0,3.0,1.0,0.125,0.92,0.875,0.26,155.794,156.054,0.0001
中揚光,光電業,111/1/1~111/12/31,百萬元營業額,N,,N,母公司,N,母公司,N,母公司,N,百萬元營業額,111/1/1~111/12/31,111/1/1~111/12/31,111/1/1~111/12/31,百萬元營業額,N,6668.0,775.0,650.0,706.0,609.0,0.2,6.0,0.0093,39134.0,88.14,1.0,0.11405,123.489,6010.15,1262.4,16.66,7.0,3.0,0.0,0.0,0.9935,1.0,68.82,48.45,117.27,0.26
惠特,光電業,僅母公司,百萬元營業額,N,,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,,N,百萬元營業額,僅母公司,僅母公司,僅母公司,百萬元營業額,N,6706.0,936.0,807.0,898.0,663.0,0.1273,14.0,0.0231,28362.0,6.362,2.0,0.11405,44.3754,6566.65,2325.51,1.483,9.0,3.0,1.0,0.1111,0.9861,1.0,0.0,40.252,40.252,0.009
錸寶,光電業,母公司-錸寶,百萬元營業額,N,母公司-錸寶,N,,N,母公司-錸寶,N,,N,百萬元營業額,母公司-錸寶,母公司-錸寶,母公司-錸寶,百萬元營業額,ISO 14001,8104.0,886.0,737.0,688.0,568.0,0.0952,4.0,0.0193,160899.0,164.69,2.0,0.0144,128.56385,9890.59,23948.645,10.12,9.0,3.0,3.0,0.33,0.963,1.0,63.56,57.09,120.65,0.12
凌巨,光電業,母公司八德廠、新竹廠、頭份廠及子公司KGO,,N,,N,母公司八德廠加子公司KGO,ISO 14064,母公司八德廠加子公司KGO,ISO 14064,,N,產品,母公司八德廠、新竹廠、頭份廠及子公司KGO,母公司八德廠、新竹廠、頭份廠及子公司KGO,母公司八德廠、新竹廠、頭份廠及子公司KGO,,ISO 14001,8105.0,965.0,827.0,830.0,742.0,0.218,2.0,0.001,2632197.0,9.07,2.0,0.48945,144048.75,84758.39,134365.77000000002,0.64,6.0,2.0,1.0,0.167,0.9565,1.0,1443.57,2490.1,3933.67,0.0004
明基材,光電業,包含合併財務報表之母子公司,百萬公升/億元營業額,N,包含合併財務報表之母子公司,ISO 50001,桃園廠區、雲林廠區及大陸廠區,ISO 14064,桃園廠區、雲林廠區及大陸廠區,ISO 14064,桃園廠區、雲林廠區及大陸廠區,ISO 14064,百萬元營業額,桃園廠區、雲林廠區及大陸廠區,桃園廠區、雲林廠區及大陸廠區,桃園廠區、雲林廠區及大陸廠區,噸數/百萬營業額,N,8215.0,1274.0,1101.0,1098.0,754.0,0.334,7.0,0.0027,432740.0,2.78,4.0,0.1309,19741.11,33182.21,9645.07,3.41,8.0,3.0,0.0,0.0,1.0,1.0,819.58,13797.31,14616.89,0.2083
聯強,電子通路業,僅母公司,人均用水量(公噸),N,,N,僅母公司,N,僅母公司,N,,N,服務,僅母公司,僅母公司,僅母公司,服務,ISO 14001,2347.0,1468.0,1272.0,1228.0,1049.0,0.4435,1.0,0.0014,21886.0,18.82,8.0,0.0,1834.0,2250.0,1617.36125,0.0013,9.0,3.0,1.0,0.11,0.9688,1.0,0.0,200.0,200.0,0.0001
精技,電子通路業,僅母公司,百萬元營業額,N,,N,,N,僅母公司,N,,N,百萬元營業額,僅母公司之文件(紙張)銷毀量,僅母公司之文件(紙張)銷毀量,僅母公司之文件(紙張)銷毀量,億營業額,N,2414.0,1141.0,979.0,896.0,809.0,0.2131,1.0,0.0026,4754.0,0.2148,1.0,0.0,87.03,733.779,2373.005,0.0332,9.0,3.0,1.0,0.1111,0.9778,1.0,0.0,2.1,2.1,0.0095
燦坤,電子通路業,,,N,,N,,N,,N,,N,,,,,,N,2430.0,618.0,493.0,675.0,628.0,0.1,36.0,0.0151,5751.5,0.28085,2.0,0.0,989.33,649.2045,11937.51125,0.03485,7.0,3.0,1.0,0.1429,0.9762,1.0,0.0,101.05,15.3,0.0055
華立,電子通路業,母公司及子公司(全順),公噸/仟萬元營業額,N,"母公司及子公司(全順、國軒、詠佳、富鈞、華恆),並未直接使用而是將能源提供於台電,但依發電量與消耗量計算,再生能源達100%。",N,母公司及子公司(全順),N,母公司及子公司(全順),N,,N,仟萬元營業額,僅母公司,僅母公司,僅母公司,,N,3010.0,2173.0,1909.0,1428.0,1180.0,0.1111,0.0,0.0,4850.0,4850.0,5.0,1.0,1634.84,1163.45,2373.005,0.6683,8.0,2.0,1.0,0.125,0.98,0.625,0.0,72.85,108.04,0.00645
增你強,電子通路業,範圍包含台灣區內湖總部辦公室,百萬元營業額,N,範圍包含台灣區內湖總部辦公室,N,範圍包含台灣區內湖總部辦公室,N,範圍包含台灣區內湖總部辦公室,N,,N,百萬元營業額,範圍包含台灣區內湖總部辦公室,範圍包含台灣區內湖總部辦公室,範圍包含台灣區內湖總部辦公室,百萬元營業額,N,3028.0,1338.0,1160.0,1141.0,1003.0,0.325,1.0,0.0027,6749.0,0.3469,1.0,0.0,144.66,564.63,1617.36125,0.0365,10.0,3.0,0.0,0.0,0.975,1.0,0.0,72.85,28.5,0.0015
威健,電子通路業,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,百萬元營業額,N,,N,台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,N,台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,N,,N,百萬元營業額,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄),威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄),威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄),百萬元營業額,N,3033.0,1762.0,1551.0,1310.0,1174.0,0.091,2.0,0.0039,4060.0,0.1409,1.0,0.0,29.4,351.71,2373.005,0.0132,7.0,3.0,1.0,0.1429,1.0,1.0,0.0,72.85,97.89,0.0034
文曄,電子通路業,包含合併財務報表母子公司之台灣各營運據點，並新增香港物流中心。,樓地板面積(平方公尺),N,包含合併財務報表母子公司之台灣各營運據點。,N,包含合併財務報表母子公司之台灣各營運據點，並新增香港及新加坡物流中心。,ISO 14064,包含合併財務報表母子公司之台灣各營運據點，並新增香港及新加坡物流中心。,ISO 14064,包含合併財務報表母子公司之台灣各營運據點，並新增香港及新加坡物流中心。,ISO 14064,百萬元營業額,包含合併財務報表母子公司之台灣各營運據點，並新增香港及新加坡物流中心。,包含合併財務報表母子公司之台灣各營運據點，並新增香港及新加坡物流中心。,包含合併財務報表母子公司之台灣各營運據點，並新增香港及新加坡物流中心。,樓地板面積(平方公尺),N,3036.0,1988.0,1754.0,1425.0,1096.0,0.3007,0.0,0.0,12949.0,0.322,23.0,0.0,103.4225,1494.32,212.3325,0.0028,7.0,3.0,3.0,0.4286,0.989,1.0,0.0,143.6,143.6,0.0036
蔚華科,電子通路業,僅母公司,百萬元營業額,N,,N,僅母公司,N,僅母公司,N,,N,百萬元營業額,,,,,N,3055.0,2286.0,1992.0,1516.0,1508.0,0.2917,1.0,0.013,10497.0,16.98,1.0,0.0,0.0,1839.0,1617.36125,2.97,7.0,3.0,4.0,0.57,0.98,1.0,0.0,72.85,86.05,0.00255
全科,電子通路業,僅包括母公司台灣總部,百萬元營業額,N,,N,,N,僅包含母公司的台灣總部、各點辦公室及物流倉儲。,N,,N,百萬元營業額,僅包含母公司的台灣總部、各點辦公室及物流倉儲。,僅包含母公司的台灣總部、各點辦公室及物流倉儲。,僅包含母公司的台灣總部、各點辦公室及物流倉儲。,百萬元營業額,N,3209.0,1346.0,1090.0,1201.0,1016.0,0.074,0.0,0.0,1469.0,0.02,2.0,0.5,172.4845,254.17,2373.005,0.004,7.0,3.0,0.0,0.0,1.0,1.0,0.0,72.85,50.63,0.0008
弘憶股,電子通路業,,,N,,N,,N,,N,,N,,,,,,N,3312.0,1117.0,938.0,918.0,868.0,0.1538,0.0,0.0,4109.0,0.18345,3.0,0.0,87.03,409.4,11937.51125,0.020249999999999997,7.0,3.0,1.0,0.1429,1.0,1.0,0.0,101.05,39.565,0.00115
安馳,電子通路業,,,N,,N,,N,,N,,N,,,,,,N,3528.0,1936.0,1717.0,1170.0,1009.0,0.2632,0.0,0.0,8504.5,0.23145,1.0,0.5,66.41125,923.015,11937.51125,0.008,7.0,3.0,0.0,0.0,1.0,1.0,0.0,171.8,120.745,0.0034999999999999996
大聯大,電子通路業,"台灣地區統計範圍包含台北總部、新竹辦公室及林口倉庫，_x000D_
海外地區統計範圍包含中國地區部份辦公室及香港、東莞倉庫、新加坡辦公室、韓國辦公室",各據點員工合計數,依照確信準則3000號「非屬歷史性財務資訊查核或核閱之確信案件」進行有限確信驗證，指標揭露內容參照GRI 303-3,,N,大聯大控股股份有限公司及部分列入合併財務報表之子公司(涵蓋台灣地區、中國地區、韓國地區及新加坡地區),ISO 14064,大聯大控股股份有限公司及部分列入合併財務報表之子公司(涵蓋台灣地區、中國地區、韓國地區及新加坡地區),ISO 14064,大聯大控股股份有限公司及部分列入合併財務報表之子公司(涵蓋台灣地區、中國地區、韓國地區及新加坡地區),ISO 14064,盤查據點面積(平方米),"台灣地區統計範圍包含台北總部及林口倉庫，_x000D_
海外地區統計範圍包含中國地區部份辦公室及香港、東莞倉庫","台灣地區統計範圍包含台北總部及林口倉庫，_x000D_
海外地區統計範圍包含中國地區部份辦公室及香港、東莞倉庫","台灣地區統計範圍包含台北總部及林口倉庫，_x000D_
海外地區統計範圍包含中國地區部份辦公室及香港、東莞倉庫",各據點員工合計數,依照確信準則3000號「非屬歷史性財務資訊查核或核閱之確信案件」進行有限確信驗證，指標揭露內容參照GRI 306-3,3702.0,2149.0,1923.0,1550.0,1364.0,0.3135,0.0,0.0,55827.0,13.93,8.0,0.0,1065.52,6168.09,23662.69,0.05,11.0,4.0,1.0,0.0909,0.9835,1.0,0.0,171.8,225.82,0.06
崇越,電子通路業,母公司,百萬元營業額,N,,N,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,百萬元營業額,母公司,母公司,母公司,百萬元營業額,N,5434.0,2503.0,2257.0,1787.0,1345.0,0.3,0.0,0.0,5834.0,0.2066,4.0,0.0,315.569,825.1117,3022.39,0.0404,9.0,3.0,2.0,0.222,1.0,0.555,0.0,72.85,15.92,0.0005
豐藝,電子通路業,母公司,,N,,N,母公司,N,母公司,N,,N,,母公司,母公司,母公司,,N,6189.0,1953.0,1710.0,1198.0,976.0,0.1818,0.0,0.0,4694.0,1.5705,1.0,0.5,470800.0,220658.0,11937.51125,0.4406,9.0,4.0,3.0,0.33,1.0,1.0,0.0,5312.0,5312.0,0.00515
全國電,電子通路業,台水及北水,百萬元營業額,N,,N,,N,母公司,N,,N,百萬元營業額,,,,,N,6281.0,922.0,773.0,797.0,738.0,0.27,14.0,0.0082,62598.0,2.9262,2.0,0.0,1449.76,18139.79,11937.51125,0.848,9.0,4.0,0.0,0.0,0.9813,1.0,0.0,171.8,212.91,0.03005
展碁國際,電子通路業,申報公司及100%持股子公司及博瑞達總部,百萬元營業額,N,申報公司及100%持股子公司及博瑞達總部,N,申報公司及100%持股子公司及博瑞達總部,ISO 14064,申報公司及100%持股子公司及博瑞達總部,ISO 14064,,ISO 14064,百萬元營業額,包含合併財務報表之母子公司,包含合併財務報表之母子公司,包含合併財務報表之母子公司,百萬元營業額,N,6776.0,1358.0,1114.0,1074.0,928.0,0.436,0.0,0.0,7167.0,0.31,2.0,0.0,32.0,632.0,2373.005,0.03,7.0,4.0,1.0,0.1429,0.9643,1.0,0.0,72.85,7.14,0.0
長華*,電子通路業,包含合併財務報表之母子公司,百萬元營業額,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,百萬元營業額,包含合併財務報表之母子公司,包含合併財務報表之母子公司,包含合併財務報表之母子公司,百萬元營業額,N,8070.0,3608.0,3368.0,2097.0,1325.0,0.2971,9.0,0.0039,1323211.0,60.536,2.0,0.0,1947.0,53257.0,9033.0,2.526,7.0,3.0,1.0,0.1429,0.9516,1.0,12229.0,5698.0,17927.0,0.82
陞泰,電子通路業,,,N,,N,,N,,N,,N,,,,,,N,8072.0,1193.0,1080.0,658.0,446.0,0.5,0.0,0.0,5017.0,1.6181,1.0,0.0,23.326999999999998,437.0875,2373.005,0.178,7.0,4.0,2.0,0.286,1.0,1.0,6114.5,5505.0,5.326,0.00025
至上,電子通路業,僅含母公司,,N,,N,僅含母公司,ISAE 3410,僅含母公司,ISAE 3410,僅含母公司,N,以個體營業額(新台幣億元)計算,僅含母公司,僅含母公司,僅含母公司,,N,8112.0,2124.0,1777.0,1300.0,1198.0,0.1818,0.0,0.0,2867.0,0.2583,2.0,0.5,14.654,242.175,1723.62,0.326,8.0,4.0,1.0,0.125,1.0,1.0,0.0,72.85,3.512,0.00025
三商電,資訊服務業,總公司及桃園倉庫,員工人數,N,,N,,N,總公司及桃園倉庫,N,,N,員工人數,桃園倉庫,桃園倉庫,桃園倉庫,百萬元營業額,N,2427.0,989.0,851.0,765.0,710.0,0.17,0.0,0.0,2313.0,7.2965,1.0,0.0147,15.0,269.068,123.0,0.8488,9.0,4.0,0.0,0.0,0.9242,1.0,0.0,2.9415,76.546,0.1131
凌群,資訊服務業,母公司,百萬元營業額,N,,N,,N,母公司,N,,N,百萬元營業額,母公司,母公司,母公司,百萬元營業額,N,2453.0,1262.0,1080.0,938.0,827.0,0.22,7.0,0.0059,10000.0,1.7622,1.0,0.0147,30.3224,1107.0,264.9796,0.1951,7.0,3.0,2.0,0.29,0.94,0.57,0.0,2.9415,33.37,0.0059
華經,資訊服務業,包含合併財務報表之母子公司,,N,,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,,,,,,N,2468.0,955.0,802.0,697.0,615.0,0.3,5.0,0.0136,1580.0,3.75825,2.0,0.0147,0.0,288.726,0.0,0.45940000000000003,7.0,3.0,5.0,0.7143,1.0,1.0,0.0,2.9415,40.263000000000005,0.056850000000000005
資通,資訊服務業,主要來源為辦公室同仁基本之民生用水。,,N,,N,,N,,N,僅母公司,N,,主要來源為辦公室廢紙。,主要來源為辦公室廢紙。,主要來源為辦公室廢紙。,,N,2471.0,1516.0,1323.0,1203.0,1079.0,0.2143,0.0,0.0,7610.0,4.187749999999999,2.0,0.0147,30.3224,762.9721,246.0,0.35275,8.0,3.0,2.0,0.25,0.95,1.0,0.0,2.9415,0.034,0.02525
敦陽科,資訊服務業,新竹總公司,百萬元營業額,N,,N,新竹總公司、台北辦事處,N,新竹總公司、台北辦事處,N,,N,百萬元營業額,新竹總公司,新竹總公司,新竹總公司,百萬元營業額,N,2480.0,1336.0,1174.0,1050.0,962.0,0.2681,3.0,0.0052,1474.0,0.22,4.0,0.0147,30.0,434.1,123.0,0.07,11.0,4.0,0.0,0.0,0.98,1.0,0.0,3.98,3.98,0.0006
零壹,資訊服務業,,,N,,N,,N,,N,,N,,,,,,N,3029.0,1419.0,1209.0,1198.0,993.0,0.5185,0.0,0.0,4542.0,0.9911,2.0,0.0147,15.0,770.55,123.0,0.13255,8.0,3.0,0.0,0.0,0.9643,1.0,0.0,2.9415,2.007,0.00325
傳奇,資訊服務業,僅包含母公司，依111年台灣自來水公司使用度數資訊,,N,,N,,N,,N,,N,,,,,,N,4994.0,1055.0,898.0,764.0,679.0,0.4286,0.0,0.0,7011.0,3.6146,2.0,0.0147,30.3224,919.7620999999999,515.13595,0.3465,7.0,4.0,1.0,0.1429,0.9778,1.0,0.0,2.9415,32.605,0.0224
訊連,資訊服務業,僅母公司台北總部,百萬元營業額,N,,N,僅母公司台北總部,N,僅母公司台北總部,N,僅母公司台北總部,N,百萬元營業額,僅母公司台北總部,僅母公司台北總部,僅母公司台北總部,百萬元營業額,N,5203.0,1741.0,1526.0,1501.0,1193.0,0.143,0.0,0.0,9305.0,6.6133,4.0,0.0147,15.3645,418.9442,283.9592,0.5104,7.0,3.0,1.0,0.143,1.0,1.0,0.0,2.9415,62.8,0.0446
邁達特,資訊服務業,"1. 邁達特數位股份有限公司(台北總部、新竹分公司、台中分公司、高雄分公司)_x000D_
2. 啟迪國際資訊股份有限公司(台北總部)_x000D_
3. 聚上雲股份有限公司",百萬元營業額,本公司用水量數據經2022永續報告書驗證。,,N,"1. 邁達特數位股份有限公司(台北總部、台北倉庫、新竹分公司、台中分公司、高雄分公司)_x000D_
2. 啟迪國際資訊股份有限公司(台北總部、台北倉庫)_x000D_
3. 聚上雲股份有限公司_x000D_
4. 前進國際股份有限公司_x000D_
5. 仁資專業服務有限公司_x000D_
6. 典通股份有限公司_x000D_
7. 浚鴻數據開發股份有限公司",ISO 14064,"1. 邁達特數位股份有限公司(台北總部、台北倉庫、新竹分公司、台中分公司、高雄分公司)_x000D_
2. 啟迪國際資訊股份有限公司(台北總部、台北倉庫)_x000D_
3. 聚上雲股份有限公司_x000D_
4. 前進國際股份有限公司_x000D_
5. 仁資專業服務有限公司_x000D_
6. 典通股份有限公司_x000D_
7. 浚鴻數據開發股份有限公司",ISO 14064,"1. 邁達特數位股份有限公司(台北總部、台北倉庫、新竹分公司、台中分公司、高雄分公司)_x000D_
2. 啟迪國際資訊股份有限公司(台北總部、台北倉庫)_x000D_
3. 聚上雲股份有限公司_x000D_
4. 前進國際股份有限公司_x000D_
5. 仁資專業服務有限公司_x000D_
6. 典通股份有限公司_x000D_
7. 浚鴻數據開發股份有限公司",ISO 14064,百萬元營業額,"1. 邁達特數位股份有限公司(台北總部)_x000D_
2. 啟迪國際資訊股份有限公司(台北總部)_x000D_
3. 聚上雲股份有限公司","1. 邁達特數位股份有限公司(台北總部)_x000D_
2. 啟迪國際資訊股份有限公司(台北總部)_x000D_
3. 聚上雲股份有限公司","1. 邁達特數位股份有限公司(台北總部)_x000D_
2. 啟迪國際資訊股份有限公司(台北總部)_x000D_
3. 聚上雲股份有限公司",百萬元營業額,本公司廢棄物量數據經2022永續報告書驗證。,6112.0,1153.0,986.0,1036.0,826.0,0.4286,1.0,0.0013,7461.0,0.6159,4.0,0.0147,45.2803,1420.58,746.3127,0.1826,7.0,3.0,2.0,0.2857,1.0,1.0,0.0,2.9415,2.41,0.0002
關貿,資訊服務業,"總公司位於南港軟體園區,各進駐戶無獨立水錶,僅有分攤數值",用水(噸)/營業額(百萬),N,,N,臺北總公司、中部辦公室、台中營運中心、高雄營業部、公務車用油、化糞池及冷媒逸散,N,南港總公司、中部辦公室、台中營運中心、高雄營業部營運用之電力,N,,N,排放(噸)/營業額(百萬),總公司,總公司,總公司,總重量(噸)/營業額(百萬),ISO 14001,6183.0,1395.0,1209.0,1202.0,1080.0,0.42,0.0,0.0,9.5756,0.0042,2.0,0.0147,64.5181,1275.73,373.15635,0.5907,15.0,3.0,2.0,0.1333,0.9864,1.0,0.0,1.903,1.903,0.0008
精誠,資訊服務業,僅母公司,員工人數,N,僅母公司,ISO 50001,僅母公司,ISO 14064,僅母公司,ISO 14064,僅母公司,ISO 14064,百萬元營業額,僅母公司,僅母公司,僅母公司,員工人數,N,6214.0,1153.0,961.0,969.0,797.0,0.2474,2.0,0.001,21112.0,17.31,4.0,0.0147,11.0019,2804.22,573.5518,0.1023,12.0,3.0,2.0,0.167,0.977,1.0,0.0,68.7,68.7,0.056
益航,貿易百貨,合併財務報表之母子公司,,N,,N,,N,合併財務報表之母子公司,N,,N,,,,,海運廢棄物總量,N,2601.0,1519.0,1308.0,1097.0,1009.0,0.4667,0.0,0.0,944.85,473660.75,1.0,0.0002,1020.8,65453.0,32867.28725,73.47515,7.0,3.0,0.0,0.0,0.8714,1.0,4783.5,64365.81,4323.0,600.01
欣欣,貿易百貨,1度=1頓,百萬元營業額,N,,N,,N,母公司,N,,N,,111年度總廢棄物產出量,111年度總廢棄物產出量,111年度總廢棄物產出量,百萬元營業額,N,2901.0,902.0,742.0,633.0,577.0,0.1481,0.0,0.0,53936.0,78.45,1.0,0.0002,342.428,2632.0,32867.28725,0.6777,9.0,3.0,3.0,0.333,1.0,0.333,0.0,185.62,185.62,0.27
遠百,貿易百貨,僅母公司,億元營業額,ISO 14046:2014,遠東百貨_信義A13及台中大遠百(太陽光電),ISO 50001,僅母公司,ISO 14064,僅母公司,ISO 14064,僅母公司,ISO 14064,億元營業額,僅母公司,僅母公司,僅母公司,億元營業額,N,2903.0,906.0,786.0,743.0,700.0,0.2549,1.0,0.0007,2075.67,3641.5,1.0,0.0004,5815.0,77942.35,65732.8,146.94,7.0,3.0,3.0,0.43,0.89,1.0,4783.5,64365.81,8316.0,14.58
三商,貿易百貨,,,N,"母公司(建北大樓11F,16F,19F)",N,,N,"母公司(建北大樓11F,16F,19F)",N,,N,,,,,,N,2905.0,2732.0,2537.0,947.0,814.0,0.4688,3.0,0.002,36212.0,39.83715,1.0,0.0,275.01,123.68,3301.88725,0.6777,9.0,3.0,0.0,0.0,0.9028,1.0,4783.5,64365.81,398.86699999999996,0.15050000000000002
高林,貿易百貨,,,N,,N,,N,,N,,N,,,,,,N,2906.0,1174.0,1018.0,589.0,524.0,0.4705,0.0,0.0,28005.835,1859.975,1.0,0.0002,2921.21,40287.175,1229511.5399999998,73.5177,12.0,4.0,0.0,0.0,1.0,1.0,4783.5,64365.81,4250.81,7.425
特力,貿易百貨,特&#12050;(股)總部、楊梅物流中&#12092;及台中辦公室,百萬營收,N,,N,&#11935;公司,N,母公司,N,,N,百萬營收,特&#12050;(股)總部及楊梅物流中&#12092;,特&#12050;(股)總部及楊梅物流中&#12092;,特&#12050;(股)總部及楊梅物流中&#12092;,百萬營收,N,2908.0,1169.0,929.0,929.0,816.0,0.597,1.0,0.0027,18488.0,1.2243,1.0,0.0002,27.42,1413.12,32867.28725,0.0954,7.0,4.0,2.0,0.2857,0.9821,1.0,4783.5,64365.81,467.734,0.031
統領,貿易百貨,,,N,,N,,N,,N,,N,,,,,,N,2910.0,725.0,589.0,560.0,511.0,0.0377,0.0,0.0,41383.2,44.71,1.0,0.0002,342.428,2893.7650000000003,1229511.5399999998,74.1,10.0,3.0,2.0,0.2,0.971,0.0,4783.5,64365.81,4250.81,7.425
麗嬰房,貿易百貨,,,N,,N,僅母公司,N,,N,,N,,,,,,N,2911.0,561.0,455.0,471.0,436.0,0.5,0.0,0.0,41383.2,44.71,1.0,0.0002,522.6,2893.7650000000003,36167.4,0.6777,7.0,3.0,2.0,0.2857,0.9429,0.7143,4783.5,64365.81,257.81,0.15050000000000002
