,公司代號,公司名稱,產業類別,直接(範疇一)溫室氣體排放量(公噸CO₂e),能源間接(範疇二)溫室氣體排放量(公噸CO₂e),其他間接(範疇三)溫室氣體排放量(公噸CO₂e),溫室氣體排放密集度,再生能源使用率,用水量(公噸(t)),用水密集度,有害廢棄物(公噸(t)),非有害廢棄物(公噸(t)),總重量(有害+非有害)(公噸(t)),廢棄物密集度,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數,職業災害比率,火災件數,火災死傷人數,火災比率(死傷人數/員工總人數),董事會席次(席),獨立董事席次(席),女性董事比率,董事出席董事會出席率,公司年度召開法說會次數(次),ESG,E,S,G,ESG_ByPR
156,1707,葡萄王,生技醫療業,17.0,21.0,23.0,53.0,17.0,13.0,39.0,43.0,11.0,17.0,29.0,47.0,59.0,61.0,69.0,93.0,39,31.0,99,99,99.0,95,95,91.0,43.0,91,77.0,62.0,73.0,90.0,54
157,1708,東鹼,化學工業,15.0,55.0,11.0,19.0,47.0,15.0,87.0,99.0,39.0,51.0,0.0,27.0,35.0,23.0,19.0,87.0,51,35.0,99,99,99.0,79,3,43.0,3.0,31,67.0,54.0,95.0,58.0,45
158,1709,和益,化學工業,3.0,23.0,23.0,23.0,51.0,39.0,31.0,67.0,47.0,59.0,71.0,91.0,91.0,91.0,91.0,63.0,95,67.0,7,3,0.0,99,95,75.0,0.0,19,62.0,69.0,60.0,54.0,51
159,1710,東聯,化學工業,19.0,0.0,47.0,0.0,39.0,83.0,0.0,63.0,35.0,47.0,0.0,79.0,67.0,83.0,83.0,19.0,47,55.0,11,7,3.0,91,47,51.0,67.0,91,65.0,66.0,48.0,80.0,44
160,1711,永光,化學工業,35.0,19.0,51.0,27.0,55.0,11.0,27.0,0.0,0.0,0.0,3.0,7.0,7.0,19.0,35.0,43.0,15,51.0,0,11,7.0,87,39,51.0,27.0,67,64.0,55.0,63.0,77.0,27
161,1712,興農,化學工業,43.0,27.0,43.0,71.0,0.0,7.0,19.0,55.0,7.0,7.0,43.0,23.0,27.0,27.0,23.0,51.0,83,63.0,15,15,11.0,51,31,67.0,43.0,75,67.0,61.0,60.0,82.0,36
162,1713,國化,化學工業,27.0,0.0,59.0,15.0,87.0,95.0,0.0,75.0,71.0,75.0,15.0,71.0,79.0,55.0,63.0,7.0,79,71.0,19,19,15.0,0,27,95.0,91.0,0,71.0,68.0,80.0,65.0,47
163,1714,和桐,化學工業,39.0,83.0,95.0,43.0,95.0,99.0,99.0,71.0,83.0,83.0,95.0,47.0,51.0,39.0,15.0,91.0,75,59.0,23,23,19.0,35,15,83.0,19.0,0,64.0,52.0,80.0,65.0,57
164,1717,長興,化學工業,0.0,3.0,0.0,47.0,79.0,3.0,63.0,0.0,0.0,0.0,47.0,63.0,59.0,75.0,67.0,39.0,19,79.0,0,0,23.0,95,67,47.0,31.0,83,68.0,66.0,58.0,81.0,38
165,1718,中纖,化學工業,0.0,43.0,35.0,0.0,83.0,79.0,71.0,59.0,0.0,0.0,19.0,0.0,0.0,3.0,3.0,67.0,31,39.0,27,27,27.0,39,63,43.0,0.0,3,50.0,41.0,59.0,54.0,29
166,1720,生達,生技醫療業,31.0,37.0,99.0,55.0,39.0,31.0,33.0,21.0,31.0,39.0,39.0,33.0,31.0,71.0,73.0,67.0,21,25.0,53,51,51.0,65,77,75.0,17.0,71,68.0,66.0,65.0,73.0,48
167,1721,三晃,化學工業,47.0,39.0,39.0,75.0,35.0,35.0,39.0,31.0,11.0,19.0,55.0,15.0,19.0,11.0,27.0,79.0,35,19.0,31,31,31.0,11,23,87.0,79.0,7,67.0,72.0,58.0,68.0,36
168,1722,台肥,化學工業,0.0,15.0,0.0,0.0,0.0,91.0,7.0,0.0,63.0,27.0,59.0,95.0,95.0,99.0,95.0,35.0,23,0.0,35,35,35.0,27,3,67.0,15.0,71,65.0,70.0,53.0,72.0,38
169,1723,中碳,化學工業,23.0,7.0,7.0,11.0,3.0,31.0,15.0,43.0,67.0,71.0,83.0,99.0,99.0,95.0,99.0,23.0,99,83.0,39,39,39.0,31,3,63.0,63.0,87,68.0,58.0,70.0,81.0,51
170,1725,元禎,化學工業,95.0,99.0,79.0,91.0,91.0,75.0,79.0,83.0,95.0,95.0,91.0,35.0,23.0,15.0,11.0,31.0,67,99.0,43,43,43.0,0,0,79.0,47.0,11,54.0,48.0,60.0,57.0,58
171,1726,永記,化學工業,63.0,75.0,31.0,99.0,67.0,51.0,67.0,15.0,23.0,11.0,39.0,31.0,39.0,35.0,47.0,11.0,0,0.0,47,47,47.0,15,7,71.0,7.0,15,53.0,55.0,53.0,52.0,37
172,1727,中華化,化學工業,91.0,51.0,15.0,95.0,15.0,23.0,55.0,23.0,15.0,15.0,99.0,0.0,0.0,0.0,0.0,55.0,7,3.0,51,51,51.0,75,99,59.0,35.0,0,55.0,45.0,50.0,72.0,38
173,1730,花仙子,化學工業,31.0,0.0,55.0,31.0,99.0,87.0,75.0,47.0,87.0,87.0,35.0,75.0,75.0,63.0,75.0,99.0,71,87.0,55,55,55.0,3,11,91.0,39.0,23,69.0,54.0,85.0,74.0,58
174,1731,美吾華,生技醫療業,65.0,73.0,95.0,59.0,59.0,45.0,65.0,71.0,47.0,57.0,73.0,31.0,33.0,41.0,41.0,99.0,63,61.0,51,49,49.0,97,65,83.0,25.0,13,66.0,60.0,73.0,62.0,58
175,1732,毛寶,化學工業,99.0,95.0,91.0,83.0,63.0,63.0,23.0,87.0,55.0,67.0,7.0,0.0,0.0,0.0,0.0,95.0,55,31.0,59,59,59.0,67,75,99.0,0.0,27,68.0,65.0,70.0,68.0,52
176,1733,五鼎,生技醫療業,93.0,31.0,65.0,25.0,61.0,51.0,87.0,51.0,39.0,51.0,33.0,13.0,13.0,15.0,11.0,79.0,45,47.0,49,47,47.0,15,61,71.0,77.0,61,68.0,53.0,68.0,76.0,48
177,1734,杏輝,生技醫療業,35.0,33.0,37.0,71.0,19.0,33.0,89.0,31.0,37.0,49.0,97.0,19.0,19.0,23.0,23.0,91.0,41,43.0,47,45,45.0,85,53,57.0,21.0,15,67.0,56.0,83.0,56.0,45
178,1735,日勝化,化學工業,67.0,71.0,83.0,39.0,7.0,55.0,59.0,27.0,27.0,39.0,63.0,43.0,43.0,47.0,39.0,71.0,59,43.0,63,63,63.0,23,19,43.0,95.0,51,61.0,60.0,65.0,57.0,50
179,1736,喬山,運動休閒,33.0,63.0,21.0,81.0,3.0,39.0,21.0,45.0,45.0,45.0,51.0,27.0,27.0,45.0,45.0,93.0,27,21.0,21,21,21.0,99,87,93.0,15.0,75,65.0,45.0,60.0,73.0,45
180,1737,臺鹽,食品工業,27.0,95.0,59.0,23.0,75.0,95.0,67.0,75.0,91.0,91.0,75.0,83.0,83.0,87.0,91.0,23.0,63,63.0,63,63,63.0,75,75,83.0,59.0,75,70.0,70.0,70.0,70.0,70
181,1752,南光,生技醫療業,27.0,29.0,87.0,23.0,21.0,35.0,31.0,29.0,43.0,53.0,45.0,15.0,15.0,13.0,17.0,37.0,15,15.0,45,43,43.0,41,67,65.0,81.0,17,57.0,50.0,58.0,60.0,37
182,1760,寶齡富錦,生技醫療業,53.0,51.0,53.0,49.0,23.0,39.0,41.0,35.0,33.0,45.0,37.0,29.0,29.0,45.0,35.0,69.0,35,29.0,43,41,41.0,57,31,51.0,69.0,67,65.0,40.0,75.0,68.0,43
183,1762,中化生,生技醫療業,19.0,27.0,27.0,13.0,37.0,23.0,27.0,13.0,23.0,27.0,25.0,53.0,53.0,69.0,71.0,31.0,29,19.0,41,39,39.0,31,29,79.0,29.0,49,67.0,45.0,63.0,83.0,35
184,1773,勝一,化學工業,11.0,59.0,3.0,35.0,43.0,27.0,11.0,91.0,43.0,55.0,67.0,83.0,83.0,79.0,79.0,15.0,87,91.0,67,67,67.0,43,79,83.0,11.0,35,56.0,55.0,45.0,69.0,54
185,1776,展宇,化學工業,83.0,91.0,71.0,59.0,71.0,71.0,35.0,39.0,59.0,63.0,11.0,3.0,3.0,0.0,0.0,75.0,27,15.0,71,71,71.0,47,59,67.0,71.0,39,55.0,58.0,43.0,65.0,49
186,1783,和康生,生技醫療業,77.0,95.0,73.0,73.0,69.0,99.0,81.0,69.0,79.0,85.0,71.0,63.0,71.0,51.0,39.0,99.0,53,39.0,39,37,37.0,51,27,85.0,59.0,89,78.0,45.0,93.0,81.0,66
187,1786,科妍,生技醫療業,81.0,87.0,49.0,41.0,71.0,67.0,13.0,65.0,57.0,65.0,19.0,57.0,63.0,33.0,43.0,53.0,59,55.0,37,35,35.0,61,25,75.0,97.0,19,65.0,55.0,68.0,68.0,52
188,1789,神隆,生技醫療業,23.0,19.0,35.0,17.0,13.0,29.0,95.0,11.0,25.0,13.0,23.0,51.0,57.0,67.0,81.0,71.0,37,41.0,33,33,33.0,99,97,81.0,39.0,87,69.0,70.0,60.0,78.0,47
189,1795,美時,生技醫療業,25.0,25.0,85.0,75.0,27.0,37.0,69.0,39.0,49.0,37.0,31.0,77.0,79.0,93.0,87.0,81.0,49,49.0,15,31,31.0,89,21,89.0,51.0,99,74.0,58.0,80.0,76.0,55
190,1802,台玻,玻璃陶瓷,19.0,19.0,99.0,39.0,99.0,19.0,19.0,39.0,19.0,19.0,59.0,39.0,19.0,39.0,39.0,19.0,19,19.0,99,99,99.0,99,79,39.0,39.0,79,62.0,72.0,48.0,64.0,49
191,1805,寶徠,建材營造,13.0,13.0,49.0,0.0,27.0,7.0,0.0,29.0,37.0,29.0,23.0,43.0,51.0,5.0,17.0,77.0,37,37.0,31,29,29.0,67,23,81.0,35.0,29,53.0,25.0,70.0,62.0,31
192,1806,冠軍,玻璃陶瓷,39.0,39.0,79.0,19.0,79.0,39.0,99.0,99.0,39.0,39.0,99.0,59.0,59.0,59.0,59.0,79.0,39,59.0,79,79,79.0,39,59,99.0,99.0,59,60.0,67.0,55.0,60.0,64
193,1808,潤隆,建材營造,95.0,75.0,27.0,95.0,25.0,87.0,91.0,27.0,5.0,5.0,39.0,59.0,55.0,67.0,63.0,69.0,35,35.0,29,27,27.0,19,21,71.0,0.0,25,50.0,50.0,30.0,65.0,45
194,1809,中釉,玻璃陶瓷,79.0,79.0,59.0,79.0,59.0,79.0,59.0,19.0,79.0,79.0,39.0,79.0,79.0,79.0,79.0,39.0,99,99.0,59,59,59.0,79,39,59.0,59.0,39,62.0,60.0,65.0,62.0,66
195,1810,和成,玻璃陶瓷,59.0,59.0,39.0,59.0,39.0,59.0,39.0,79.0,59.0,59.0,19.0,19.0,39.0,19.0,19.0,59.0,79,79.0,39,39,39.0,19,19,19.0,19.0,19,58.0,65.0,50.0,59.0,42
196,1817,凱撒衛,玻璃陶瓷,99.0,99.0,19.0,99.0,19.0,99.0,79.0,59.0,99.0,99.0,79.0,99.0,99.0,99.0,99.0,99.0,59,39.0,19,19,19.0,59,99,79.0,79.0,99,63.0,38.0,65.0,81.0,74
197,1903,士紙,造紙工業,85.0,71.0,57.0,57.0,57.0,99.0,71.0,99.0,85.0,85.0,43.0,15.0,15.0,15.0,15.0,85.0,99,99.0,99,99,99.0,57,85,99.0,15.0,15,44.0,25.0,53.0,60.0,66
198,1904,正隆,造紙工業,29.0,29.0,15.0,15.0,15.0,57.0,43.0,85.0,29.0,29.0,15.0,57.0,71.0,85.0,85.0,29.0,43,57.0,85,85,85.0,99,71,57.0,99.0,57,67.0,69.0,53.0,78.0,55
199,1905,華紙,造紙工業,43.0,43.0,85.0,29.0,99.0,43.0,15.0,71.0,43.0,43.0,57.0,29.0,29.0,29.0,29.0,57.0,29,29.0,71,71,71.0,43,57,99.0,85.0,99,65.0,57.0,58.0,83.0,54
200,1906,寶隆,造紙工業,99.0,99.0,43.0,43.0,43.0,85.0,57.0,57.0,99.0,99.0,29.0,85.0,85.0,43.0,99.0,43.0,85,85.0,57,57,57.0,15,43,71.0,57.0,43,53.0,25.0,78.0,65.0,65
201,1907,永豐餘,造紙工業,15.0,15.0,99.0,71.0,85.0,29.0,29.0,15.0,15.0,15.0,71.0,99.0,99.0,71.0,43.0,71.0,15,43.0,43,43,43.0,85,99,85.0,43.0,85,78.0,92.0,53.0,85.0,55
202,1909,榮成,造紙工業,57.0,85.0,71.0,99.0,29.0,15.0,85.0,29.0,57.0,57.0,85.0,43.0,43.0,57.0,57.0,15.0,71,71.0,29,29,29.0,71,29,43.0,71.0,29,63.0,60.0,58.0,73.0,52
203,2002,中鋼,鋼鐵工業,9.0,9.0,9.0,9.0,27.0,9.0,45.0,51.0,9.0,9.0,69.0,96.0,96.0,96.0,96.0,33.0,30,81.0,9,99,99.0,81,69,66.0,99.0,99,70.0,85.0,38.0,83.0,54
204,2006,東和鋼鐵,鋼鐵工業,12.0,12.0,15.0,21.0,21.0,12.0,60.0,9.0,12.0,12.0,51.0,87.0,93.0,90.0,93.0,57.0,15,60.0,12,15,15.0,54,51,72.0,78.0,66,69.0,82.0,45.0,75.0,42
205,2007,燁興,鋼鐵工業,33.0,33.0,69.0,33.0,87.0,48.0,96.0,66.0,39.0,39.0,21.0,51.0,39.0,48.0,54.0,45.0,51,66.0,21,18,18.0,21,15,57.0,33.0,36,64.0,68.0,53.0,71.0,44
206,2008,高興昌,鋼鐵工業,60.0,84.0,93.0,51.0,30.0,81.0,75.0,63.0,72.0,84.0,39.0,30.0,36.0,30.0,18.0,48.0,99,93.0,24,21,21.0,66,18,72.0,63.0,18,57.0,55.0,63.0,56.0,53
207,2009,第一銅,鋼鐵工業,57.0,45.0,84.0,42.0,9.0,39.0,78.0,36.0,75.0,63.0,66.0,24.0,24.0,27.0,36.0,27.0,24,15.0,15,24,24.0,24,21,75.0,9.0,15,49.0,52.0,30.0,66.0,38
208,2010,春源,鋼鐵工業,45.0,66.0,21.0,81.0,33.0,60.0,99.0,69.0,30.0,30.0,78.0,57.0,54.0,63.0,57.0,21.0,9,30.0,27,27,27.0,78,24,66.0,48.0,12,56.0,65.0,45.0,57.0,47
209,2012,春雨,鋼鐵工業,36.0,42.0,54.0,27.0,12.0,30.0,21.0,24.0,48.0,42.0,33.0,27.0,42.0,54.0,39.0,69.0,48,57.0,30,30,30.0,90,27,81.0,72.0,81,59.0,51.0,58.0,72.0,44
210,2013,中鋼構,鋼鐵工業,66.0,72.0,42.0,90.0,36.0,75.0,51.0,60.0,45.0,48.0,45.0,99.0,99.0,99.0,99.0,24.0,42,45.0,33,33,33.0,84,30,66.0,21.0,63,62.0,51.0,65.0,73.0,58
211,2014,中鴻,鋼鐵工業,18.0,21.0,12.0,30.0,24.0,18.0,24.0,15.0,21.0,21.0,18.0,78.0,75.0,75.0,78.0,39.0,54,75.0,36,36,36.0,33,33,75.0,96.0,96,61.0,63.0,38.0,83.0,44
212,2015,豐興,鋼鐵工業,15.0,15.0,51.0,18.0,75.0,15.0,15.0,12.0,15.0,15.0,9.0,84.0,87.0,84.0,84.0,84.0,21,39.0,39,39,39.0,99,36,57.0,39.0,87,67.0,73.0,48.0,78.0,45
213,2017,官田鋼,鋼鐵工業,63.0,48.0,30.0,39.0,96.0,36.0,12.0,75.0,51.0,54.0,81.0,9.0,9.0,12.0,9.0,84.0,27,21.0,42,42,42.0,93,39,78.0,15.0,90,55.0,43.0,50.0,78.0,46
214,2020,美亞,鋼鐵工業,51.0,75.0,63.0,72.0,39.0,99.0,69.0,54.0,36.0,36.0,24.0,69.0,66.0,72.0,66.0,30.0,39,24.0,45,45,45.0,63,42,87.0,57.0,78,53.0,52.0,38.0,71.0,56
215,2022,聚亨,鋼鐵工業,87.0,63.0,96.0,57.0,42.0,72.0,81.0,30.0,54.0,51.0,75.0,42.0,45.0,39.0,33.0,60.0,75,42.0,48,48,48.0,9,45,84.0,60.0,75,63.0,55.0,58.0,79.0,56
216,2023,燁輝,鋼鐵工業,24.0,27.0,78.0,48.0,72.0,27.0,27.0,48.0,24.0,24.0,15.0,75.0,72.0,81.0,81.0,36.0,72,84.0,51,51,51.0,39,48,57.0,36.0,72,70.0,64.0,73.0,74.0,51
217,2024,志聯,鋼鐵工業,72.0,87.0,60.0,54.0,81.0,42.0,9.0,33.0,90.0,75.0,30.0,21.0,18.0,15.0,21.0,87.0,78,48.0,18,12,12.0,12,9,93.0,51.0,21,61.0,62.0,55.0,67.0,44
218,2025,千興,鋼鐵工業,54.0,81.0,90.0,24.0,48.0,78.0,93.0,99.0,57.0,66.0,99.0,18.0,21.0,36.0,42.0,96.0,87,36.0,99,54,54.0,15,54,99.0,30.0,9,62.0,65.0,60.0,59.0,59
219,2027,大成鋼,鋼鐵工業,84.0,60.0,48.0,75.0,18.0,57.0,36.0,78.0,66.0,72.0,84.0,12.0,12.0,9.0,12.0,72.0,60,72.0,60,60,60.0,96,99,93.0,24.0,24,63.0,65.0,58.0,66.0,56
220,2028,威致,鋼鐵工業,21.0,18.0,81.0,12.0,69.0,21.0,63.0,18.0,18.0,18.0,42.0,66.0,60.0,66.0,72.0,90.0,36,27.0,63,63,63.0,42,72,96.0,27.0,27,53.0,54.0,45.0,60.0,48
221,2029,盛餘,鋼鐵工業,30.0,30.0,75.0,45.0,90.0,24.0,90.0,45.0,42.0,45.0,96.0,93.0,84.0,93.0,90.0,54.0,63,69.0,66,66,66.0,87,75,66.0,66.0,93,60.0,64.0,48.0,66.0,67
222,2030,彰源,鋼鐵工業,39.0,54.0,36.0,66.0,51.0,54.0,57.0,81.0,60.0,69.0,90.0,54.0,57.0,51.0,51.0,15.0,18,9.0,69,69,69.0,48,78,69.0,81.0,30,58.0,62.0,53.0,60.0,55
223,2031,新光鋼,鋼鐵工業,42.0,93.0,24.0,87.0,15.0,93.0,54.0,84.0,84.0,90.0,87.0,72.0,78.0,69.0,69.0,42.0,81,87.0,72,72,72.0,72,81,57.0,69.0,33,50.0,55.0,35.0,59.0,68
224,2032,新鋼,鋼鐵工業,96.0,99.0,87.0,93.0,84.0,84.0,84.0,87.0,93.0,96.0,57.0,15.0,15.0,18.0,24.0,75.0,84,54.0,75,75,75.0,57,57,72.0,54.0,60,39.0,29.0,38.0,53.0,68
225,2033,佳大,鋼鐵工業,90.0,90.0,99.0,36.0,60.0,87.0,87.0,90.0,87.0,93.0,54.0,39.0,33.0,21.0,27.0,63.0,93,99.0,78,78,78.0,36,60,90.0,12.0,39,55.0,44.0,70.0,55.0,66
226,2034,允強,鋼鐵工業,69.0,36.0,72.0,96.0,78.0,51.0,66.0,39.0,63.0,60.0,93.0,48.0,48.0,42.0,45.0,66.0,12,33.0,81,81,81.0,60,84,63.0,84.0,42,65.0,82.0,35.0,73.0,61
227,2038,海光,鋼鐵工業,27.0,24.0,27.0,15.0,63.0,63.0,39.0,21.0,27.0,27.0,12.0,45.0,51.0,45.0,48.0,18.0,96,90.0,84,84,84.0,75,87,57.0,42.0,45,57.0,58.0,58.0,56.0,50
228,2049,上銀,電機機械,25.0,9.0,9.0,33.0,47.0,11.0,91.0,17.0,13.0,13.0,25.0,49.0,49.0,75.0,83.0,41.0,49,59.0,95,95,95.0,81,37,91.0,93.0,79,71.0,78.0,53.0,80.0,52
229,2059,川湖,電子零組件業,57.0,58.0,75.0,12.0,90.0,54.0,96.0,67.0,55.0,61.0,72.0,23.0,24.0,28.0,16.0,62.0,64,54.0,31,29,29.0,26,72,98.0,77.0,73,74.0,61.0,78.0,81.0,54
230,2062,橋椿,居家生活,45.0,27.0,90.0,54.0,81.0,27.0,99.0,18.0,27.0,27.0,36.0,18.0,18.0,18.0,18.0,99.0,36,27.0,99,99,99.0,36,99,99.0,99.0,81,67.0,63.0,63.0,73.0,57
231,2069,運錩,鋼鐵工業,99.0,96.0,45.0,99.0,57.0,96.0,72.0,93.0,99.0,99.0,63.0,33.0,30.0,24.0,15.0,99.0,66,78.0,87,87,87.0,30,90,75.0,87.0,48,60.0,60.0,53.0,67.0,71
232,2101,南港,橡膠工業,45.0,27.0,81.0,36.0,81.0,81.0,36.0,99.0,27.0,27.0,18.0,54.0,63.0,72.0,54.0,45.0,18,27.0,99,99,99.0,63,81,99.0,36.0,72,62.0,72.0,43.0,68.0,59
233,2102,泰豐,橡膠工業,81.0,90.0,72.0,63.0,72.0,90.0,63.0,90.0,99.0,99.0,45.0,90.0,9.0,63.0,63.0,9.0,99,99.0,90,90,90.0,54,72,90.0,27.0,63,58.0,50.0,68.0,58.0,72
234,2103,台橡,橡膠工業,18.0,9.0,9.0,18.0,36.0,9.0,72.0,9.0,9.0,9.0,9.0,81.0,90.0,99.0,90.0,90.0,45,72.0,81,81,81.0,18,63,72.0,99.0,99,68.0,62.0,63.0,80.0,53
235,2104,國際中橡,橡膠工業,9.0,36.0,99.0,9.0,90.0,18.0,81.0,18.0,54.0,45.0,90.0,99.0,99.0,81.0,81.0,81.0,72,54.0,72,72,72.0,36,99,36.0,45.0,54,68.0,63.0,68.0,74.0,62
236,2105,正新,橡膠工業,27.0,18.0,18.0,45.0,18.0,27.0,27.0,63.0,18.0,18.0,54.0,45.0,54.0,54.0,72.0,18.0,9,9.0,63,63,63.0,90,54,45.0,72.0,90,66.0,67.0,58.0,75.0,44
237,2106,建大,橡膠工業,36.0,45.0,63.0,99.0,9.0,54.0,90.0,45.0,36.0,36.0,81.0,18.0,27.0,27.0,18.0,63.0,36,63.0,54,54,54.0,81,45,54.0,54.0,81,62.0,66.0,53.0,67.0,51
238,2107,厚生,橡膠工業,99.0,99.0,54.0,72.0,99.0,63.0,18.0,54.0,90.0,90.0,72.0,63.0,72.0,36.0,36.0,54.0,54,36.0,45,45,45.0,27,9,63.0,81.0,45,49.0,34.0,58.0,62.0,58
239,2108,南帝,橡膠工業,90.0,54.0,27.0,81.0,27.0,36.0,99.0,36.0,45.0,54.0,99.0,72.0,81.0,90.0,99.0,36.0,90,90.0,36,36,36.0,99,90,81.0,18.0,36,59.0,69.0,48.0,58.0,63
240,2109,華豐,橡膠工業,54.0,63.0,45.0,90.0,63.0,45.0,9.0,81.0,81.0,81.0,63.0,27.0,36.0,9.0,9.0,27.0,27,18.0,27,27,27.0,72,36,54.0,9.0,27,43.0,32.0,53.0,50.0,43
241,2114,鑫永銓,橡膠工業,72.0,81.0,36.0,54.0,54.0,99.0,54.0,72.0,63.0,72.0,36.0,36.0,45.0,18.0,27.0,99.0,63,45.0,18,18,18.0,45,27,36.0,90.0,18,58.0,60.0,55.0,59.0,50
242,2115,六暉-KY,汽車工業,15.0,24.0,3.0,0.0,39.0,30.0,9.0,24.0,21.0,21.0,60.0,6.0,6.0,0.0,0.0,75.0,84,84.0,3,3,3.0,57,6,99.0,72.0,15,58.0,25.0,73.0,72.0,29
243,2201,裕隆,汽車工業,12.0,54.0,42.0,90.0,57.0,18.0,63.0,39.0,6.0,3.0,51.0,81.0,78.0,75.0,78.0,3.0,12,21.0,0,0,0.0,54,9,63.0,6.0,84,71.0,64.0,60.0,85.0,38
244,2204,中華,汽車工業,9.0,39.0,0.0,87.0,99.0,21.0,75.0,30.0,0.0,0.0,39.0,87.0,87.0,93.0,87.0,24.0,0,3.0,0,0,0.0,75,12,78.0,63.0,87,74.0,74.0,58.0,87.0,42
245,2206,三陽工業,汽車工業,0.0,9.0,18.0,78.0,48.0,0.0,48.0,87.0,0.0,0.0,33.0,90.0,93.0,87.0,93.0,18.0,33,36.0,0,0,0.0,87,90,51.0,39.0,45,65.0,58.0,73.0,65.0,42
246,2207,和泰車,汽車工業,21.0,21.0,63.0,27.0,21.0,72.0,21.0,60.0,63.0,63.0,75.0,99.0,99.0,99.0,99.0,63.0,96,96.0,42,42,42.0,99,15,69.0,69.0,78,61.0,48.0,48.0,80.0,62
247,2208,台船,航運業,63.0,19.0,75.0,75.0,95.0,11.0,7.0,15.0,19.0,19.0,35.0,23.0,23.0,35.0,43.0,15.0,43,55.0,0,99,99.0,99,47,51.0,15.0,0,57.0,53.0,55.0,62.0,42
248,2211,長榮鋼,鋼鐵工業,48.0,69.0,39.0,69.0,54.0,69.0,42.0,96.0,33.0,33.0,27.0,90.0,90.0,87.0,87.0,69.0,69,18.0,90,90,90.0,27,63,90.0,90.0,69,63.0,52.0,60.0,82.0,65
249,2227,裕日車,汽車工業,54.0,96.0,39.0,96.0,54.0,0.0,0.0,99.0,99.0,99.0,93.0,93.0,90.0,90.0,96.0,15.0,99,99.0,45,45,45.0,90,18,54.0,54.0,51,67.0,66.0,60.0,73.0,66
250,2228,劍麟,汽車工業,75.0,57.0,36.0,42.0,93.0,54.0,33.0,42.0,57.0,60.0,57.0,60.0,63.0,39.0,33.0,39.0,42,42.0,48,48,48.0,0,3,87.0,99.0,48,59.0,41.0,60.0,73.0,50
251,2231,為升,汽車工業,90.0,66.0,69.0,81.0,0.0,66.0,72.0,0.0,0.0,0.0,0.0,39.0,54.0,45.0,42.0,42.0,24,12.0,51,51,51.0,27,93,84.0,30.0,0,54.0,36.0,53.0,69.0,42
252,2233,宇隆,汽車工業,78.0,72.0,72.0,60.0,66.0,81.0,57.0,33.0,45.0,45.0,30.0,66.0,66.0,33.0,27.0,84.0,45,45.0,96,96,96.0,63,24,39.0,12.0,81,59.0,49.0,68.0,60.0,58
253,2236,百達-KY,汽車工業,3.0,3.0,24.0,6.0,9.0,9.0,0.0,15.0,9.0,9.0,18.0,0.0,0.0,72.0,75.0,0.0,93,93.0,93,93,93.0,3,57,90.0,9.0,12,49.0,30.0,55.0,59.0,34
254,2239,英利-KY,汽車工業,93.0,99.0,87.0,84.0,72.0,99.0,45.0,57.0,75.0,81.0,9.0,18.0,18.0,6.0,9.0,48.0,90,90.0,90,90,90.0,6,27,39.0,0.0,72,49.0,25.0,58.0,60.0,57
255,2241,艾姆勒,汽車工業,66.0,60.0,0.0,21.0,0.0,42.0,84.0,51.0,66.0,66.0,96.0,72.0,75.0,63.0,69.0,30.0,9,0.0,87,87,87.0,9,54,72.0,48.0,27,65.0,78.0,53.0,66.0,52
256,2243,宏旭-KY,汽車工業,6.0,6.0,21.0,9.0,15.0,6.0,0.0,12.0,12.0,6.0,15.0,0.0,0.0,12.0,21.0,0.0,87,87.0,84,84,84.0,12,33,72.0,0.0,24,48.0,25.0,58.0,59.0,27
257,2247,汎德永業,汽車工業,48.0,45.0,45.0,93.0,0.0,36.0,81.0,63.0,60.0,39.0,90.0,84.0,84.0,81.0,81.0,93.0,6,24.0,81,81,81.0,15,36,48.0,60.0,66,60.0,46.0,60.0,69.0,58
258,2250,IKKA-KY,汽車工業,0.0,0.0,30.0,15.0,6.0,3.0,12.0,27.0,15.0,12.0,0.0,3.0,0.0,15.0,18.0,99.0,75,75.0,78,78,78.0,51,39,39.0,36.0,18,50.0,25.0,68.0,56.0,32
259,2254,巨鎧精密-創,汽車工業,27.0,36.0,6.0,0.0,18.0,27.0,3.0,18.0,30.0,30.0,54.0,0.0,0.0,0.0,0.0,45.0,18,0.0,75,75,75.0,33,42,78.0,66.0,0,52.5,25.0,60.5,67.5,29
260,2258,鴻華先進-創,汽車工業,81.0,93.0,84.0,75.0,81.0,87.0,51.0,90.0,48.0,51.0,27.0,96.0,96.0,96.0,90.0,9.0,0,0.0,72,72,72.0,72,87,99.0,84.0,69,49.5,27.5,61.5,57.5,69
261,2301,光寶科,電腦及週邊設備業,0.0,0.0,0.0,3.0,73.0,0.0,9.0,0.0,0.0,0.0,9.0,71.0,77.0,85.0,73.0,39.0,0,23.0,0,99,99.0,39,91,57.0,99.0,67,78.0,85.0,63.0,85.0,39
262,2302,麗正,半導體業,82.0,88.0,77.0,57.0,39.0,81.0,28.0,63.0,66.0,67.0,41.0,28.0,28.0,24.0,22.0,33.0,99,99.0,99,99,99.0,16,86,98.0,24.0,16,61.0,61.0,60.0,62.0,60
