公司名稱,產業類別,資料範圍,用水密集度-單位,取得驗證,資料範圍.1,取得驗證.1,範疇一-資料邊界,範疇一-取得驗證,範疇二-資料邊界,範疇二-取得驗證,範疇三-資料邊界,範疇三-取得驗證,溫室氣體排放密集度-單位,有害廢棄物量-資料範圍,非有害廢棄物量-資料範圍,總重量(有害+非有害)-資料範圍,廢棄物密集度-單位,取得驗證.2,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位)
國喬,塑膠工業,國喬石油化學股份有限公司高雄廠,營業額,N,,N,國喬石油化學股份有限公司高雄廠,ISO 14064,國喬石油化學股份有限公司高雄廠,ISO 14064,,N,營業額,國喬石油化學股份有限公司高雄廠,國喬石油化學股份有限公司高雄廠,國喬石油化學股份有限公司高雄廠,營業額,N,1312.0,1916.0,1567.0,1590.0,1426.0,0.2727,0.0,0.0,2469000.0,135.93,1.0,0.25145,526801.99,14043.15,115778.29,29.21,7.0,3.0,1.0,0.1429,0.9643,1.0,21.720000000000002,8884.64,30077.09,1.66
聯成,塑膠工業,聯成林園廠,,N,,ISO 50001,聯成林園廠,ISO 14064,聯成林園廠,ISO 14064,,N,,聯成林園廠,聯成林園廠,聯成林園廠,,N,1313.0,1789.0,1544.0,1281.0,891.0,0.31,2.0,0.0089,142250.0,113.61,1.0,0.25145,28627.81,10938.5,117308.38,23.059649999999998,10.0,3.0,0.0,0.0,1.0,1.0,311.0,1702.0,2013.0,1.52925
中石化,塑膠工業,僅母公司,"用水量:8,856,000公噸，營業收入:35,163,380仟元",N,僅母公司,ISO 50001,僅母公司,ISO 14064,僅母公司,ISO 14064,僅母公司,ISO 14064,"範疇1+2=1,907,806公噸CO2e，營業收入：35,163,380仟元",僅母公司,僅母公司,僅母公司,"廢棄物總量:87194公噸，營業收入:35,163,380仟元",ISO 14001,1314.0,1395.0,1234.0,989.0,899.0,0.0592,1.0,0.0007,8856000.0,0.0003,1.0,0.0012,1703474.0,204332.0,1758458.0,0.0001,9.0,3.0,1.0,0.1111,0.9421,1.0,37654.0,49540.0,87194.0,0.0
達新,塑膠工業,母公司,,N,母公司,N,,N,母公司,N,,N,,母公司,母公司,母公司,,N,1315.0,765.0,615.0,599.0,520.0,0.442,2.0,0.0056,4590.0,0.3417,1.0,0.0096,6350.0,3160.0,117308.38,0.73075,8.0,3.0,0.0,0.0,0.9683,1.0,0.0,133.0,133.0,0.0023
大洋,塑膠工業,母公司,產品,N,,N,母公司,N,母公司,N,,N,產品,母公司,母公司,母公司,產品,N,1321.0,909.0,752.0,809.0,750.0,0.0806,4.0,0.0088,96.84,0.6834,1.0,0.25625000000000003,4313.0,41425.0,117308.38,0.3222,10.0,4.0,2.0,0.2,0.97,1.0,11.95,655.36,667.31,0.0046
永裕,塑膠工業,"台灣永裕 71740公噸_x000D_
上海永裕 71926公噸_x000D_
威瑪精密化學 3285公噸",台灣永裕 (71740)/1907428千元=0.0376,N,"與台電合作躉售太陽能光電_x000D_
每年產生綠電約達30000度電以上_x000D_
但未使用綠電於企業自用.",N,"永裕塑膠:227.46噸_x000D_
上海永裕:309.91噸_x000D_
威瑪精密:6.62噸",N,"台灣永裕:13498.83噸_x000D_
上海永裕:19856.753噸_x000D_
威瑪精密:65.89噸",N,僅 母公司台灣永裕,N,台灣永裕 13726.28(噸)/1907428千元=0.0072,"台灣永裕:_x000D_
一般垃圾 80.185噸_x000D_
非有害事業廢棄物10.095公噸_x000D_
上海永裕:_x000D_
311.363噸_x000D_
威瑪:1.5噸","台灣永裕:_x000D_
一般垃圾 80.185噸_x000D_
非有害事業廢棄物10.095公噸_x000D_
上海永裕:_x000D_
311.363噸_x000D_
威瑪:1.5噸","台灣永裕:_x000D_
一般垃圾 80.185噸_x000D_
非有害事業廢棄物10.095公噸_x000D_
上海永裕:_x000D_
311.363噸_x000D_
威瑪:1.5噸",台灣永裕+上海永裕 (90.28+311.363)/(1907428千元+1281058千元)=0.000125,N,1323.0,701.0,596.0,597.0,513.0,0.2566,1.0,0.0014,146951.0,0.0376,1.0,0.0,543.99,33421.47,3246.73,0.0072,11.0,4.0,0.0,0.0,1.0,1.0,0.0,91.78,91.78,0.0001
地球,塑膠工業,母公司(幼一二廠),營業額,N,,N,,N,,N,,N,,母公司(幼一二廠),母公司(幼一二廠),母公司(幼一二廠),營業額,ISO 14001,1324.0,713.0,591.0,556.0,456.0,0.2963,0.0,0.0,39128.33,0.0,1.0,0.25625000000000003,6350.0,22292.5,117308.38,0.73075,5.0,3.0,0.0,0.0,1.0,1.0,97.98,89.25,187.23,0.0
恆大,塑膠工業,,,N,,N,,N,,N,,N,,,,,,N,1325.0,560.0,452.0,473.0,389.0,0.5,0.0,0.0,79462.66500000001,3.915,1.0,0.25145,4465.495,21232.635000000002,880852.365,0.57325,7.0,3.0,3.0,0.4286,0.9796,0.1429,227.1175,1461.225,1688.345,0.10425
台化,塑膠工業,110年母公司、台化出光及台醋公司之台灣廠區,營業額億元,ISO 14046,110年台化及台醋公司之台灣廠區資料,N,資料係110年度母公司及台醋經第三方查證數據。,ISO 14064,資料係110年母公司及台醋經第三方查證數據。,ISO 14064,資料係110年母公司及台醋經第三方查證數據。,ISO 14064,營業額億元,110年母公司及台醋公司之台灣廠區,110年母公司及台醋公司之台灣廠區,110年母公司及台醋公司之台灣廠區,營業額億元,ISO 14001,1326.0,1744.0,1515.0,1528.0,1435.0,0.0075,3.0,0.0002,32967200.0,13540.0,2.0,0.0,5398217.25,3265112.7,18701609.82,3423.77,15.0,3.0,1.0,0.067,0.92,1.0,61.0,286944.0,287005.0,118.0
再生-KY,塑膠工業,,,N,,N,,N,,N,,N,,,,,,N,1337.0,636.5,521.5,514.5,422.5,0.1429,0.0,0.0,79462.66500000001,3.915,1.0,0.25145,2703302.125,1637078.25,9352428.275,1712.45465,7.0,3.0,0.0,0.0,0.9643,1.0,227.1175,1461.225,1688.345,0.10425
勝悅-KY,塑膠工業,,,N,,N,,N,,N,,N,,,,,,N,1340.0,636.5,521.5,514.5,422.5,0.0,0.0,0.0,79462.66500000001,3.915,1.0,0.25145,2703302.125,1637078.25,9352428.275,1712.45465,7.0,3.0,1.0,0.1428,1.0,1.0,227.1175,1461.225,1688.345,0.10425
富林-KY,塑膠工業,僅子公司同奈廠,產品,Higg Index (FEM),"生物質 能源(壓榨稻殼)_x000D_
生物質 能源(壓榨稻殼)",Higg Index (FEM),僅子公司同奈廠,Higg Index (FEM),僅子公司同奈廠,Higg Index (FEM),,N,產品,僅子公司同奈廠,僅子公司同奈廠,僅子公司同奈廠,產品,ISO 14001,1341.0,1174.5,998.0,877.0,640.0,0.22,11.0,0.0117,119797.0,7.83,3.0,0.5029,8387.0,9043.8,117308.38,1.1393,7.0,3.0,0.0,0.0,1.0,1.0,356.255,2833.2,3189.46,0.2085
炎洲,塑膠工業,台灣總部及廠區,百萬營業額,N,,N,台灣總部及各廠區,N,台灣總部及各廠區,N,,N,百萬營業額,台灣廠區,台灣廠區,台灣廠區,百萬營業額,N,4306.0,701.0,597.0,571.0,537.0,0.3,0.0,0.0,789684.0,45.98,1.0,0.25145,23019.98,73084.61,115778.29,5.59,5.0,3.0,0.0,0.0,1.0,0.8,11.115,632.075,13504.27,0.78
上曜,建材營造,僅母公司,,N,,N,僅母公司,N,僅母公司,N,,N,,,,,,N,1316.0,1401.0,1285.0,669.0,592.0,0.0714,0.0,0.0,769.0,4.655,4.0,0.0,151.516,134.974,99.21815,1.69,7.0,2.0,0.0,0.0,0.9841,1.0,0.0,408.75,2170.75,267.5005
華友聯,建材營造,僅母公司,,N,,N,,N,僅母公司,N,,N,,僅母公司,僅母公司,僅母公司,,N,1436.0,1187.0,1005.0,866.0,842.0,0.0741,1.0,0.0185,0.17,7.3993,1.0,0.0,87.223,52.96,99.21815,1.69,9.0,3.0,0.0,0.0,0.963,1.0,0.0,408.75,3782.0,267.5005
三地開發,建材營造,,,N,,N,,N,,N,,N,,,,,,N,1438.0,843.0,724.0,468.0,443.0,0.4,0.0,0.0,1038.035,180.84565,1.0,0.0,3879.465,33848.095,582.931,4.014749999999999,7.0,3.0,2.0,0.2857,0.0,0.4286,0.0,345.75,1957.0,0.01125
雋揚,建材營造,,,N,,N,,N,,N,,N,,,,,,N,1439.0,1548.0,1280.0,911.0,898.0,0.125,0.0,0.0,232.0,185.035,1.0,0.0,87.223,120.487,99.21815,5.172,7.0,3.0,1.0,0.14,1.0,1.0,0.0,345.75,2170.75,267.5065
名軒,建材營造,母公司,,N,,N,母公司,N,,N,,N,,,,,,N,1442.0,1237.0,1022.0,871.0,808.0,0.5,0.0,0.0,237.0,1.44,1.0,0.0,22.93,79.48,99.21815,0.048,7.0,3.0,2.0,0.2857,1.0,1.0,0.0,408.75,2170.75,267.5005
大將,建材營造,,,N,,N,,N,,N,,N,,,,,,N,1453.0,727.0,598.0,498.0,479.0,0.25,0.0,0.0,1038.035,180.84565,1.0,0.0,3879.465,33848.095,582.931,4.014749999999999,7.0,3.0,1.0,0.1429,0.96,0.1429,0.0,345.75,1957.0,0.01125
怡華,建材營造,台南官田廠,服務,N,未使用,N,台南官田廠,N,台南官田廠,N,,N,服務,台南官田廠,台南官田廠,台南官田廠,一般廢棄物,N,1456.0,881.0,746.0,623.0,626.0,0.125,0.0,0.0,2075.9,361.18,1.0,0.0,7736.0,67643.23,99.21815,8.024,9.0,2.0,1.0,0.11,1.0,0.83,0.0,132.0,132.0,0.013
三洋實業,建材營造,,,N,,N,,N,,N,,N,,,,,,N,1472.0,665.0,548.0,426.0,354.0,0.4,0.0,0.0,1038.035,180.84565,1.0,0.0,3879.465,33848.095,582.931,4.014749999999999,7.0,3.0,1.0,0.1428,0.9206,0.5714,0.0,345.75,1957.0,0.01125
寶徠,建材營造,,,N,,N,,N,,N,,N,,,,,,N,1805.0,1192.0,1042.0,727.0,654.0,0.2,0.0,0.0,232.0,180.84565,1.0,0.0,3879.465,79.48,582.931,4.014749999999999,9.0,3.0,1.0,0.1111,0.9074,1.0,0.0,345.75,2170.75,0.01125
潤隆,建材營造,僅本公司台北辦公室,,N,,N,,N,僅本公司台北辦公室,N,,N,,僅本公司基隆德安A區建案,僅本公司基隆德安A區建案,僅本公司基隆德安A區建案,,N,1808.0,1409.0,1196.0,991.0,850.0,0.2,0.0,0.0,227.0,3.1643,1.0,0.0,11.93,106.0,99.21815,0.02085,7.0,3.0,1.0,0.1429,0.9643,0.4286,0.0,559.5,559.5,0.00395
新美齊,建材營造,110年新美齊新建工程建案,,N,,N,,N,,N,,N,,110年新美齊新建工程建案,110年新美齊新建工程建案,110年新美齊新建工程建案,,N,2442.0,1925.0,1061.0,1211.0,946.0,0.1667,0.0,0.0,2584.0,3.02865,2.0,0.0,48.45185,118.1769,63.507149999999996,4.012849999999999,7.0,3.0,0.0,0.0,1.0,1.0,0.0,195.0,268.0,0.006999999999999999
國建,建材營造,僅母公司,員工人數,僅就資料內容進行確認,,N,僅母公司,採用ISO14064-1:2008標準,僅母公司,採用ISO14064-1:2008標準,僅母公司,採用ISO14064-1:2008標準,員工人數,僅母公司,僅母公司,僅母公司,工地數量,N,2501.0,1434.0,1269.0,1042.0,941.0,0.2581,1.0,0.0066,1351.0,8.89,1.0,0.0,18.116,344.769,145.142,3.34,9.0,3.0,1.0,0.11,1.0,1.0,0.0,408.75,5351.0,535.0
國產,建材營造,僅總公司及汐止、台中及台南廠,,N,,N,,N,僅總公司及汐止、台中及台南廠,N,,N,員工數,母公司各廠,母公司各廠,母公司各廠,,N,2504.0,1454.0,1332.0,924.0,883.0,0.229,3.0,0.0049,153970.0,4.41565,2.0,0.016,40.22945,1425.0,4790.839999999999,2.32,12.0,3.0,1.0,0.0833,1.0,1.0,0.0,408.75,19129.0,0.60975
國揚,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2505.0,1599.0,1334.0,1045.0,926.0,0.4286,0.0,0.0,291543.0,4.51935,1.0,0.016,261904.63799999998,20699.589500000002,99.21815,2.116,9.0,3.0,1.0,0.11,1.0,1.0,0.0,189.0,2735.5,267.5005
太設,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2506.0,716.0,598.0,805.0,740.0,0.31,1.0,0.0135,610513.5,10.580649999999999,1.0,0.0,814.255,35264.745,582.931,0.72775,9.0,3.0,1.0,0.11,0.96,1.0,0.0,195.0,16115.935,0.29474999999999996
全坤建,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2509.0,899.0,739.0,755.0,737.0,0.6667,0.0,0.0,115241.0,10.580649999999999,1.0,0.0,30.34625,1342.32,582.931,0.72775,7.0,3.0,0.0,0.0,0.8571,0.4286,0.0,189.0,15252.195,0.29474999999999996
太子,建材營造,母公司,"平方公尺(總樓地板面積為99,150平方公尺)",N,,N,,N,母公司,N,,N,"平方公尺(總樓地板面積為99,150平方公尺)","其中1356.26噸為營建廢棄物占總量98.0%，26.48噸為一般廢棄物占總量_x000D_
1.91%。","其中1356.26噸為營建廢棄物占總量98.0%，26.48噸為一般廢棄物占總量_x000D_
1.91%。","其中1356.26噸為營建廢棄物占總量98.0%，26.48噸為一般廢棄物占總量_x000D_
1.91%。",,N,2511.0,1456.0,1263.0,869.0,856.0,0.354,0.0,0.0,243.869,2.46,2.0,0.0,11.93,5532.9,99.21815,0.056,14.0,2.0,2.0,0.14,0.95,1.0,0.0,408.75,1382.73,0.00395
中工,建材營造,,,N,,N,"本次盤查範圍涵蓋中華工程股份有限公司，座落於臺北市松山區東興路_x000D_
12號B1F、6F、13F、14F、15F",ISO 14064,"本次盤查範圍涵蓋中華工程股份有限公司，座落於臺北市松山區東興路_x000D_
12號B1F、6F、13F、14F、15F",ISO 14064,,N,,,,,,ISO 14001,2515.0,1160.0,1009.0,759.0,705.0,0.24,0.0,0.0,1667.5,7.3993,1.0,0.016,47.7725,497.5995,99.21815,1.69,9.0,3.0,1.0,0.1,0.93,1.0,0.0,408.75,13249.885,267.5005
新建,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2516.0,969.0,834.0,623.0,560.0,0.13,4.0,0.0056,115241.0,10.580649999999999,1.0,0.0,30.34625,1483.76975,582.931,0.72775,7.0,2.0,2.0,0.29,0.8,1.0,0.0,189.0,2260.31,0.29474999999999996
冠德,建材營造,冠德大樓用水量,,N,,N,,N,冠德大樓電力使用,N,,N,,,,,,N,2520.0,2123.0,1856.0,1312.0,1105.0,0.3333,0.0,0.0,1324.0,4.51935,1.0,0.0,33.623599999999996,214.7,99.21815,1.67085,9.0,3.0,3.0,0.3333,0.875,1.0,0.0,408.75,2682.78,267.5005
京城,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2524.0,1949.0,1598.0,1106.0,996.0,0.2857,0.0,0.0,496596.5,10.39935,1.0,0.016,832.3606,34137.125,99.21815,0.72585,7.0,3.0,1.0,0.1429,0.9179,0.0,0.0,339.75,13991.905,0.2905
宏璟,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2527.0,1414.0,1157.0,828.0,846.0,0.6,0.0,0.0,18553.9345,6.92,1.0,0.0,167.888,5419.15,582.931,0.558,11.0,3.0,4.0,0.3636,0.9127,0.4545,0.0,189.0,3376.925,267.54705
皇普,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2528.0,976.0,844.0,744.0,658.0,0.0,0.0,0.0,115241.0,10.580649999999999,1.0,0.0,30.34625,1483.76975,582.931,0.72775,6.0,3.0,2.0,0.33,1.0,1.0,0.0,189.0,2260.31,0.29474999999999996
華建,建材營造,母公司,以用水量/面積計算,N,,N,母公司,N,母公司,N,,N,以排放量/面積計算,母公司,母公司,母公司,,N,2530.0,1224.0,1059.0,1059.0,989.0,0.4,0.0,0.0,564.45,0.42,2.0,0.0,0.93,49.01,63.507149999999996,0.04,7.0,3.0,0.0,0.0,0.9884,1.0,0.0,408.75,398.89,0.00395
宏盛,建材營造,,,N,,N,,N,,N,,N,,在建工案(新店斯馨、汐止智興、北投石牌),在建工案(新店斯馨、汐止智興、北投石牌),在建工案(新店斯馨、汐止智興、北投石牌),,N,2534.0,1179.0,1015.0,797.0,712.0,0.1071,0.0,0.0,1287.725,3.1643,1.0,0.0,24.35125,273.30475,63.507149999999996,0.466,7.0,3.0,2.0,0.2857,0.9388,1.0,0.0,258.0,258.0,0.006999999999999999
達欣工,建材營造,母公司營運總部,營業額( /百萬 ),N,無,N,母公司營運總部,N,母公司營運總部,N,母公司營運總部(員工通勤),N,營業額( /百萬 ),母公司總部,母公司總部,母公司總部,營業額( /百萬 ),N,2535.0,1509.0,1316.0,1123.0,1073.0,0.085,2.0,0.003,2203.0,0.1487,1.0,0.0,49.1312,205.3538,53.2943,0.0017,7.0,3.0,0.0,0.0,0.9429,1.0,0.0,408.75,14.56,0.001
宏普,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2536.0,1066.0,900.0,1040.0,977.0,0.2857,0.0,0.0,944.225,0.46565,1.0,0.0,6.925,131.855,582.931,0.02275,7.0,3.0,4.0,0.5714,1.0,1.0,0.0,189.0,13320.33,0.0518
聯上發,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2537.0,1511.0,1331.0,951.0,946.0,0.625,0.0,0.0,77660.5,5.675000000000001,1.0,0.016,261904.63799999998,884.8845,99.21815,2.83,7.0,3.0,3.0,0.4286,1.0,1.0,0.0,189.0,12240.0,267.5005
基泰,建材營造,,,N,,N,,N,母公司,N,,N,,,,,,N,2538.0,1535.0,1359.0,1266.0,1283.0,0.0,0.0,0.0,1777.0,4.51935,1.0,0.016,33.623599999999996,31.0,99.21815,1.67085,11.0,3.0,1.0,0.0909,0.87,0.5455,0.0,408.75,2682.78,267.5005
櫻花建,建材營造,母公司,總樓地板面積㎡,N,,N,母公司,N,母公司,N,,N,單位:樓地板面積㎡,母公司,母公司,母公司,總樓地板面積㎡,N,2539.0,1054.0,882.0,862.0,719.0,0.3333,2.0,0.0313,229158.0,0.5113,1.0,0.016,12.92,2469.94,4790.839999999999,0.0055,7.0,3.0,3.0,0.4286,1.0,1.0,0.0,195.0,4262.62,0.0095
愛山林,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2540.0,3083.0,2831.0,2046.0,1415.0,0.1,0.0,0.0,496415.5,11.7615,1.0,0.016,832.3606,34046.917,4307.127149999999,0.7762,7.0,3.0,1.0,0.0014,0.83,0.3,0.0,339.75,13985.7758,0.29345
興富發,建材營造,母公司,營業額,N,,N,,N,,N,,N,,,,,,N,2542.0,1388.0,1265.0,1062.0,770.0,0.4,0.0,0.0,2011.0,5.9086,1.0,0.0,48.45185,351.47665,99.21815,1.67085,7.0,3.0,1.0,0.1429,0.989,0.4286,0.0,195.0,136.28,267.5005
皇昌,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2543.0,819.0,645.0,613.0,472.0,0.142,9.0,0.009,610513.5,10.580649999999999,1.0,0.0,814.255,35264.745,582.931,0.72775,7.0,3.0,2.0,0.28,0.97,1.0,0.0,195.0,16115.935,0.29474999999999996
皇翔,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2545.0,1401.0,1181.0,1127.0,877.0,0.175,0.0,0.0,1681.0,7.3993,1.0,0.0,261904.63799999998,20699.589500000002,582.931,2.116,11.0,3.0,4.0,0.3636,1.0,0.18,0.0,189.0,2735.5,267.54705
根基,建材營造,冠德大樓用水量,,N,,N,,N,冠德大樓電力使用,N,,N,,根基2021年施工中工地,根基2021年施工中工地,根基2021年施工中工地,,N,2546.0,1084.0,966.0,929.0,865.0,0.09,4.0,0.0076,1324.0,4.5988,1.0,0.0,99.64425,214.7,99.21815,116.62,9.0,3.0,1.0,0.1111,0.8778,1.0,0.0,408.75,26241.77,267.5005
日勝生,建材營造,日勝生/日鼎水務/萬達通/青埔案,日勝生: 噸/人,N,,N,日勝生/日鼎水務(查證中),ISO 14064,日勝生/日鼎水務(查證中),ISO 14064,日勝生/日鼎水務(查證中),ISO 14064,日勝生：噸CO2e/人,日勝生/日鼎水務/萬達通,日勝生/日鼎水務/萬達通,日勝生/日鼎水務/萬達通,日勝生: 噸/人,ISO 14001,2547.0,1371.0,1141.0,932.0,835.0,0.3143,0.0,0.0,36864.0,11.38,2.0,0.0,317.66,5305.4,1020.72,1.06,7.0,3.0,0.0,0.0,1.0,1.0,0.0,408.75,5371.12,0.0941
華固,建材營造,僅母公司辦公室,母公司樓地板面積(坪),N,,N,,N,僅母公司辦公室,N,,N,母公司樓地板面積(坪),僅母公司辦公室,僅母公司辦公室,僅母公司辦公室,母公司樓地板面積(坪),N,2548.0,3302.0,2933.0,1657.0,1507.0,0.0018,0.0,0.0,962.0,2.873,2.0,0.0,25.0306,34.284,63.507149999999996,0.1024,9.0,3.0,2.0,0.2222,0.9722,1.0,0.0,408.75,2.3016,0.0069
潤弘,建材營造,冬山廠冷卻用水,,N,,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,,N,熟料生產程序,冬山廠冷卻用水,冬山廠冷卻用水,冬山廠冷卻用水,,N,2597.0,1481.0,1293.0,1140.0,942.0,0.1129,1.0,0.001,581735.0,2.6665,1.0,0.016,523791.16,41054.41,4790.839999999999,0.892,9.0,3.0,1.0,0.1111,0.9167,1.0,0.0,120.0,120.0,0.008199999999999999
鼎固-KY,建材營造,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,新台幣十萬元營收,N,,N,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,N,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,N,,N,新台幣十萬元營收,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,新台幣十萬元營收,N,2923.0,1221.5,1068.0,1098.5,760.5,0.4019,0.0,0.0,991869.0,20.65,1.0,0.016,1615.59,68059.55,4790.839999999999,1.45,11.0,3.0,3.0,0.2727,0.9772,0.8182,0.0,189.0,27969.25,0.58
夆典,建材營造,,,N,,N,,N,,N,,N,,,,,,N,3052.0,972.0,827.0,668.0,626.0,0.13,0.0,0.0,610513.5,10.580649999999999,1.0,0.016,814.255,35264.745,582.931,0.72775,7.0,3.0,2.0,0.2857,0.9821,0.4286,0.0,189.0,16115.935,0.29474999999999996
富華新,建材營造,,,N,,N,,N,,N,,N,,,,,,N,3056.0,1471.0,1309.0,1529.0,895.0,0.5714,0.0,0.0,786802.0,10.39935,1.0,0.016,262703.375,54556.98,99.21815,1.171,8.0,3.0,3.0,0.375,0.9551,1.0,0.0,189.0,14044.625,0.2905
昇陽,建材營造,,,N,,N,,N,,N,,N,,,,,,N,3266.0,1288.0,1112.0,1019.0,1024.0,0.2,0.0,0.0,786802.0,10.535,1.0,0.016,262703.375,54556.98,537.00715,1.171,6.0,3.0,0.0,0.0,0.9444,1.0,0.0,189.0,14044.625,0.33704999999999996
欣陸,建材營造,母公司及主要營運子公司,百萬營業額,ISO 14001，驗證範圍：鳳山、安平及淡水水資源回收中心,母公司及主要營運子公司,ISO 50001，驗證範圍：鳳山及安平水資源回收中心,母公司及主要營運子公司,N,母公司及主要營運子公司,N,營運中之淡水及鳳山水資源中心,N,百萬營業額,母公司及主要營運子公司,母公司及主要營運子公司,母公司及主要營運子公司,百萬營業額,ISO 14001，驗證範圍：鳳山、安平及淡水水資源回收中心,3703.0,2069.0,1475.0,768.0,707.0,0.08,1.0,0.0005,223453.0,8.32,8.0,0.032,352.35,30401.17,8560.96,1.1456,7.0,3.0,3.0,0.4286,1.0,1.0,0.0,195.0,32483.22,1.21
建國,建材營造,企業總部,人,N,,N,企業總部,N,企業總部,N,,N,人,工地,工地,工地,,N,5515.0,1104.0,942.0,917.0,748.0,0.18,0.0,0.0,1499.0,3.75,2.0,0.0,6.09,170.5,109.431,0.44,13.0,3.0,0.0,0.0,0.93,1.0,0.0,408.75,23790.55,267.59
