公司名稱,產業類別,資料範圍,用水密集度-單位,取得驗證,資料範圍.1,取得驗證.1,範疇一-資料邊界,範疇一-取得驗證,範疇二-資料邊界,範疇二-取得驗證,範疇三-資料邊界,範疇三-取得驗證,溫室氣體排放密集度-單位,有害廢棄物量-資料範圍,非有害廢棄物量-資料範圍,總重量(有害+非有害)-資料範圍,廢棄物密集度-單位,取得驗證.2,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位)
精英,電腦及週邊設備業,用水量涵蓋精英電腦股份有限公司、興英數位科技(深圳)有限公司、精英電腦(蘇州工業園區)有限公司、與精英科技(泰國)股份有限公司。,"2021年 精英電腦總部大樓人均年用水量  18.136 公噸/  人.年；TPE 13,802公噸/761人=18.136",N,"精英電腦股份有限公司企業總部智慧大樓太陽能車棚；2021年因太陽能板故障待料, 僅發電3度. 於2022/2/23 修復逆變器開始發電.","GB/T 23331-2020 / ISO 50001:2018,興英數位科技(深圳)有限公司取得",室氣體排放涵蓋精英電腦股份有限公司、興英數位科技(深圳)有限公司、精英電腦(蘇州工業園區)有限公司、與精英科技(泰國)股份有限公司。,深圳市標準化指導性技術文件SZDB/Z 69-2018 組織的溫室氣體排放量化和報告規範及指南；深圳市標準化指導性技術文件SZDB/Z 70-2018 組織的溫室氣體排放核查指南,溫室氣體排放涵蓋精英電腦股份有限公司、興英數位科技(深圳)有限公司、精英電腦(蘇州工業園區)有限公司、與精英科技(泰國)股份有限公司。,深圳市標準化指導性技術文件SZDB/Z 69-2018;組織的溫室氣體排放量化和報告規範及指南;深圳市標準化指導性技術文件SZDB/Z 70-2018 組織的溫室氣體排放核查指南,,N,系統產品於組裝階段，平均每台產生0.001202 噸CO2e/  台,精英電腦股份有限公司企業總部，總部為辦公大樓，無生產製造場所，故廢棄物來源為一班生活廢棄物，無有害事業廢棄物。,精英電腦股份有限公司企業總部，總部為辦公大樓，無生產製造場所，故廢棄物來源為一班生活廢棄物，無有害事業廢棄物。,精英電腦股份有限公司企業總部，總部為辦公大樓，無生產製造場所，故廢棄物來源為一班生活廢棄物，無有害事業廢棄物。,"100.863公噸/761人；精英總部大樓2021年人均生活廢棄物產生量為0.1325公噸/人.年；精英總部大樓總垃圾量100.863公噸, 資源回收量23.983公噸",N,2331.0,1195.0,1014.0,967.0,788.0,0.32,11.0,0.014,329789.0,18.136,1.0,0.0,211.0,28957.0,2885103.86,0.0012,8.0,2.0,0.0,0.0,0.958,1.0,0.0,100.863,100.863,0.1325
佳世達,電腦及週邊設備業,佳世達台灣/蘇州/越南廠區,營業額,N,佳世達台灣廠區,ISO 50001,佳世達台灣/蘇州/越南廠區,ISO 14064,佳世達台灣/蘇州/越南廠區,ISO 14064,佳世達台灣/蘇州廠區,ISO 14064,營業額,佳世達台灣/蘇州/越南廠區,佳世達台灣/蘇州/越南廠區,佳世達台灣/蘇州/越南廠區,營業額,ISO 14001,2352.0,2110.0,1832.0,1592.0,1258.0,0.15,0.0,0.0,517562.0,106.33,4.0,0.0008,2289.09,104382.61,76.39,21.91,7.0,3.0,0.0,0.0,1.0,1.0,627.06,3003.31,3630.37,0.75
宏碁,電腦及週邊設備業,包含合併財務報表之母子公司,百萬營業額,N,含合併財務報表之母子公司,ISO 50001,含合併財務報表之母子公司,ISO 14064,含合併財務報表之母子公司,ISO 14064,含合併財務報表之母子公司,ISO 14064,百萬營業額,包含合併財務報表之母子公司,包含合併財務報表之母子公司,包含合併財務報表之母子公司,百萬營業額,N,2353.0,2566.0,2264.0,2190.0,1651.0,0.308,9.0,0.0,164324.0,0.52,12.0,0.45,4551.0,8746.0,2099472.0,0.04,7.0,4.0,1.0,0.1429,0.9524,1.0,0.1254,7.775399999999999,1795.84,0.01
英業達,電腦及週邊設備業,英業達股份有限公司Inventec Corporation,,,"英業達股份有限公司Inventec Corporation_x000D_
(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(ITO))、_x000D_
英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、_x000D_
英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、_x000D_
上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、_x000D_
Inventec (Czech) S.R.O. (ICZ)、_x000D_
IEC Technologies, S . de R. L. de C. V. (IMX)",ISO 50001,"英業達股份有限公司Inventec Corporation_x000D_
(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(ITO))、_x000D_
英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、_x000D_
英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、_x000D_
上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、_x000D_
Inventec (Czech) S.R.O. (ICZ)、_x000D_
IEC Technologies, S . de R. L. de C. V. (IMX)",ISO 14064,"英業達股份有限公司Inventec Corporation_x000D_
(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(ITO))、_x000D_
英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、_x000D_
英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、_x000D_
上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、_x000D_
Inventec (Czech) S.R.O. (ICZ)、_x000D_
IEC Technologies, S . de R. L. de C. V. (IMX)",ISO 14064,"英業達股份有限公司Inventec Corporation_x000D_
(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(ITO))、_x000D_
英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、_x000D_
英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、_x000D_
上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、_x000D_
Inventec (Czech) S.R.O. (ICZ)、_x000D_
IEC Technologies, S . de R. L. de C. V. (IMX)",ISO 14064,千億營業額,"英業達股份有限公司Inventec Corporation_x000D_
(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(ITO))、_x000D_
英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、_x000D_
英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、_x000D_
上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、_x000D_
Inventec (Czech) S.R.O. (ICZ)、_x000D_
IEC Technologies, S . de R. L. de C. V. (IMX)","英業達股份有限公司Inventec Corporation_x000D_
(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(ITO))、_x000D_
英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、_x000D_
英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、_x000D_
上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、_x000D_
Inventec (Czech) S.R.O. (ICZ)、_x000D_
IEC Technologies, S . de R. L. de C. V. (IMX)","英業達股份有限公司Inventec Corporation_x000D_
(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(ITO))、_x000D_
英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、_x000D_
英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、_x000D_
上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、_x000D_
Inventec (Czech) S.R.O. (ICZ)、_x000D_
IEC Technologies, S . de R. L. de C. V. (IMX)",千億營業額,ISO 14001,2356.0,1229.0,1074.0,1024.0,838.0,0.1382,36.0,0.002,1081588.0,381.11,19.0,0.0899,7141.83,93758.4,664446.37,100900.24,9.0,3.0,0.0,0.0,0.9744,1.0,723.17,25043.44,25766.61,5843.12
華碩,電腦及週邊設備業,華碩全台辦公室(皇家除外),公噸/平均每人/年,N,華碩全台辦公室(皇家除外),ISO 50001,合併營收之母子公司(依據ISO14064實質性定義排除不具控制權的企業),ISO 14064,合併營收之母子公司(依據ISO14064實質性定義排除不具控制權的企業),ISO 14064,商務旅行及產品下游運輸、供應鏈，產品使用,ISO 14064,營業額,華碩HQ,華碩HQ,華碩HQ,營業額,ISO 14001,2357.0,2269.0,2076.0,2002.0,1504.0,0.2335,5.0,0.0007,142443.0,22.0,4.0,0.0014,93.98,17161.0,1460112.0,0.9482,13.0,3.0,0.0,0.0,0.9904,1.0,5.8754,1098.8703999999998,330.493,330.493
藍天,電腦及週邊設備業,母公司,,N,母公司,N,母公司,N,母公司,N,母公司,N,kgCO2e/樓地板面積,母公司,母公司,母公司,,N,2362.0,1580.0,1377.0,1192.0,1073.0,0.2639,2.0,0.003,25777.0,12.0234,4.0,0.0082,5782.0,601141.0,0.0,137.2,7.0,3.0,1.0,0.14,0.98,1.0,0.0,250.0,250.0,0.0108
倫飛,電腦及週邊設備業,母公司,,N,,N,母公司,N,,N,,N,,僅本公司高雄工廠資料,僅本公司高雄工廠資料,僅本公司高雄工廠資料,,N,2364.0,1025.0,878.0,692.0,589.0,0.275,0.0,0.0,6038.0,3.19155,1.0,0.065,665.447,1500.1229999999998,19.564,0.79295,10.0,3.0,0.0,0.0,0.9079,0.0,0.0,15.6,15.6,0.01205
昆盈,電腦及週邊設備業,,,N,,N,,N,,N,,N,,"危廢：廢有機溶劑、廢膠空瓶、活性炭_x000D_
固廢：生活垃圾、廢紙皮","危廢：廢有機溶劑、廢膠空瓶、活性炭_x000D_
固廢：生活垃圾、廢紙皮","危廢：廢有機溶劑、廢膠空瓶、活性炭_x000D_
固廢：生活垃圾、廢紙皮",營業額,ISO 14001,2365.0,1197.0,930.0,829.0,718.0,0.3636,0.0,0.0,20685.0,9.153,1.0,0.0041,324.92185,1872.0,730056.0,0.0106,7.0,3.0,0.0,0.0,0.84,0.5714,0.0008,0.0208,0.0216,0.0216
技嘉,電腦及週邊設備業,技嘉科技營運總部、桃園南平廠、中國東莞廠和寧波廠。,百萬營業額,N,,N,"技嘉科技營運總部、桃園南平廠、中國東莞廠和寧波廠_x000D_
及子公司百事益國際和盈嘉科技台北矽谷園區。",ISO 14064,"技嘉科技營運總部、桃園南平廠、中國東莞廠和寧波廠_x000D_
及子公司百事益國際和盈嘉科技台北矽谷園區。",ISO 14064,"技嘉科技營運總部、桃園南平廠、中國東莞廠和寧波廠_x000D_
及子公司百事益國際和盈嘉科技台北矽谷園區。",ISO 14064,百萬營業額,"技嘉科技營運總部、_x000D_
桃園南平廠、中國東莞廠和寧波廠。","技嘉科技營運總部、_x000D_
桃園南平廠、中國東莞廠和寧波廠。","技嘉科技營運總部、_x000D_
桃園南平廠、中國東莞廠和寧波廠。",百萬營業額,ISO 14064-1：2018類別4營運廢棄物,2376.0,3117.0,2945.0,1474.0,1002.0,0.2734,4.0,0.0006,259234.57,2.1265,2.0,0.065,1063.52,28874.43,5767898.72,0.2456,9.0,3.0,0.0,0.0,0.9804,1.0,233.4116,2244.59,2478.0,0.0203
微星,電腦及週邊設備業,母公司,營業額,N,,N,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,營業額,母公司,母公司,母公司,營業額,ISO 14001,2377.0,2353.0,2168.0,1935.0,1606.0,0.245,5.0,0.0018,89159.0,0.44,1.0,0.0065,430.0,6988.0,64.7,0.037,11.0,3.0,1.0,0.0909,1.0,1.0,0.1254,7.775399999999999,562.746,0.002
虹光,電腦及週邊設備業,母公司,產品,N,,N,母公司,N,母公司,N,,N,產品,母公司,母公司,母公司,產品,ISO 14001,2380.0,1034.0,858.0,863.0,765.0,0.07,2.0,0.0049,11323.0,0.17,1.0,0.0065,165.57,926.62,19.564,0.02,7.0,4.0,0.0,0.0,0.9636,1.0,16.61,60.89,77.5,0.0011
廣達,電腦及週邊設備業,資料邊界：廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,,N,,ISO 50001,資料邊界： 廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,ISO 14064,資料邊界： 廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,ISO 14064,資料邊界： 廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,ISO 14064,,資料邊界： 廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,資料邊界： 廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,資料邊界： 廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,,ISO 14001,2382.0,1803.0,1585.0,1420.0,1174.0,0.077,123.0,0.0118,2807330.0,17.195,17.0,0.21305,32425.22,647700.15,20732.0,1.32,6.0,3.0,0.0,0.0,0.9762,0.4286,2015.61,56866.81,58882.41,0.0158
精元,電腦及週邊設備業,,,N,,N,,N,,N,,N,,,,,,N,2387.0,1037.0,898.0,740.0,670.0,0.069,0.0,0.0,18042.5,9.153,1.0,0.04495,574.86035,1756.69,333377.685,0.0106,7.0,2.0,4.0,0.5714,0.9762,0.4286,0.2295,20.67625,20.90575,0.01135
研華,電腦及週邊設備業,研華台灣(瑞光大樓、陽光大樓、東湖廠、林口園區)、日本廠、昆山園區,營業額百萬,AA1000,研華台灣林口廠太陽能面板發電佔總用總電量4.5%,AA1000,台灣、中國,ISO 14064,包含研華總部(瑞光大樓、陽光大樓、東湖廠、林口園區)、中國昆山廠區,ISO 14064,台灣廠區、中國昆山廠區,ISO 14064,營業額百萬,研華台灣、研華昆山廠區、研華日本,研華台灣、研華昆山廠區、研華日本,研華台灣、研華昆山廠區、研華日本,營業額百萬,AA1000,2395.0,1475.0,1284.0,1151.0,996.0,0.25,12.0,0.0,332806.0,5.94,99.0,0.045,3371.19,28690.22,2309.0,0.58,7.0,3.0,1.0,0.14,0.94,1.0,4.75,1877.69,1882.44,33.08
友通,電腦及週邊設備業,友通資訊之組織邊界設定以營運控制權為主，其盤查組織邊界之溫室氣體排放量百分之百歸屬本公司，友通包括汐止遠雄總部、汐止工廠及桃園工廠，其中汐止工廠於2021年4月至10月搬遷，11月25日完成交屋。,,N,,N,友通資訊之組織邊界設定以營運控制權為主，其盤查組織邊界之溫室氣體排放量百分之百歸屬本公司，友通包括汐止遠雄總部、汐止工廠及桃園工廠，其中汐止工廠於2021年4月至10月搬遷，11月25日完成交屋。,ISO 14064,友通資訊之組織邊界設定以營運控制權為主，其盤查組織邊界之溫室氣體排放量百分之百歸屬本公司，友通包括汐止遠雄總部、汐止工廠及桃園工廠，其中汐止工廠於2021年4月至10月搬遷，11月25日完成交屋。,ISO 14064,,N,,2021年汐止工廠不可回收再利用廢棄物總量,2021年汐止工廠不可回收再利用廢棄物總量,2021年汐止工廠不可回收再利用廢棄物總量,,N,2397.0,1025.0,883.0,848.0,672.0,0.375,0.0,0.0,30047.0,2.9555000000000002,1.0,0.0065,484.2737,2817.38,19.564,0.39905,7.0,3.0,0.0,0.0,1.0,1.0,0.459,25.7525,26.2115,0.0108
映泰,電腦及週邊設備業,110年1-12月每月平均用水噸數,,N,,N,,N,,N,,N,,,,,,N,2399.0,1440.0,1278.0,1068.0,861.0,0.359,0.0,0.0,276.0,2.945,1.0,0.065,21.62,1337.1,19.564,0.17049999999999998,7.0,3.0,1.0,0.1428,1.0,0.1428,0.1254,7.775399999999999,7.900799999999999,0.0108
輔信,電腦及週邊設備業,母公司,,N,,N,,N,母公司,N,,N,,母公司,母公司,母公司,,N,2405.0,1296.0,1125.0,1042.0,903.0,0.1837,3.0,0.0149,4829.0,4.51945,1.0,0.065,344.5535,439.046,19.564,0.8492,7.0,3.0,4.0,0.5714,0.987,1.0,0.0004,1.6104,0.058,0.4587
圓剛,電腦及週邊設備業,資料涵蓋範圍為總公司,營業額,N,,N,資料涵蓋範圍為總公司,N,資料涵蓋範圍為總公司,N,,N,營業額,資料涵蓋範圍為總公司,資料涵蓋範圍為總公司,資料涵蓋範圍為總公司,營業額,N,2417.0,1169.0,993.0,1034.0,975.0,0.27,0.0,0.0,7440.0,0.002,2.0,0.065,8.1,471.1,19.564,0.1,7.0,3.0,0.0,0.0,0.9833,1.0,0.0004,7.8104,12.01,0.0025
承啟,電腦及週邊設備業,,,N,,N,,N,,N,,N,,,,,,N,2425.0,1282.0,1008.0,678.0,690.0,0.4285,0.0,0.0,167913.5,9.153,1.0,0.04495,438.2235,15887.19,333377.685,0.0106,5.0,2.0,0.0,0.0,0.9333,0.3571,0.0004,7.8104,7.8107999999999995,0.07705000000000001
麗臺,電腦及週邊設備業,工廠,,N,,N,,N,,N,,N,,工廠,工廠,工廠,,N,2465.0,1005.0,848.0,848.0,710.0,0.34,3.0,0.0096,2954.0,4.1889,1.0,0.065,32.34,1306.605,19.564,0.20625,7.0,3.0,0.0,0.0,1.0,0.5,0.024,0.024,0.048,0.10275000000000001
普安,電腦及週邊設備業,,,N,,N,,N,僅母公司,N,,N,,僅母公司,僅母公司,僅母公司,,N,2495.0,1026.0,886.0,885.0,772.0,0.175,0.0,0.0,16500.5,3.27555,1.0,0.07150000000000001,574.86035,2561.2,19.564,0.75295,7.0,4.0,0.0,0.0,1.0,1.0,0.25,15.53,15.78,0.01135
歐格,電腦及週邊設備業,僅母公司,營業額,N,,N,,N,僅母公司,N,,N,營業額,,,,,N,3002.0,1138.0,997.0,897.0,875.0,0.5555,0.0,0.0,1473.0,5.72,1.0,0.065,21.62,52.01,19.564,0.2,11.0,4.0,2.0,0.1818,0.976,0.5454,0.16205,156.0104,1.0108,0.0108
神基,電腦及週邊設備業,涵蓋神基投控暨其八家子公司,營業額,GRI Standards核心依循選項與AA 1000 ASv3 Type1 中度保證等級的要求,,GRI Standards核心依循選項與AA 1000 ASv3 Type1 中度保證等級的要求,涵蓋神基投控暨其八家子公司,ISO 14064,涵蓋神基投控暨其八家子公司,ISO 14064,涵蓋神基投控暨其八家子公司,ISO 14064,營業額,涵蓋神基投控暨其八家子公司,涵蓋神基投控暨其八家子公司,涵蓋神基投控暨其八家子公司,營業額,GRI Standards核心依循選項與AA 1000 ASv3 Type1 中度保證等級的要求,3005.0,1718.0,1578.0,1488.0,1242.0,0.2183,15.0,0.0016,783480.0,730.0,5.0,0.0502,10331.46,125222.42,209197.56,126.0,6.0,3.0,0.0,0.0,0.9506,1.0,1629.68,4250.46,5880.14,5.4742
晟銘電,電腦及週邊設備業,包含合併財務報表之母子公司,,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,,N,,包含合併財務報表之母子公司,包含合併財務報表之母子公司,包含合併財務報表之母子公司,,N,3013.0,1196.0,985.0,877.0,840.0,0.37,29.0,0.0058,567655.0,66.3637,1.0,0.056,1949.87,33996.01,522.5241,13.4,7.0,3.0,2.0,0.2857,0.873,0.5714,172.0,4341.0,4513.0,0.0411
奇鋐,電腦及週邊設備業,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達,"總用水量/營業額=1,525,496公噸/47,332 TWD’M = 32.22",N,深圳奇宏電子,ISO 50001,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達,ISO 14064,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達,ISO 14064,,N,"溫室氣體排放總量/營業額=115,676.53 噸co2 / 47,332 TWD’M =2.44%",台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達,"廢棄物總量/營業額= 2249.20噸/ 47,332 TWD’M=4.75%",N,3017.0,1344.0,1131.0,969.0,869.0,0.2085,16.0,0.0015,1525496.46,32.22,2.0,0.0,4064.71,111611.82,436821.96499999997,2.44,13.0,4.0,0.0,0.0,1.0,0.6923,574.41,1674.79,2249.2,4.75
威強電,電腦及週邊設備業,,,N,,N,,N,,N,,N,,,,,,N,3022.0,1243.0,1089.0,843.0,795.0,0.2571,0.0,0.0,284564.0,18.97,1.0,0.028,3007.29,17024.010000000002,8402744.65,1.32,7.0,3.0,1.0,0.1429,1.0,1.0,373.205,3007.895,3381.1,2.375
建碁,電腦及週邊設備業,包含合併財務報表之母子公司,百萬營業額,N,僅申報公司,N,僅申報公司,ISO 14064,僅申報公司,ISO 14064,,ISO 14064,百萬營業額,包含合併財務報表之母子公司,包含合併財務報表之母子公司,包含合併財務報表之母子公司,百萬營業額,N,3046.0,1294.0,1142.0,1111.0,1090.0,0.208,0.0,0.0,435.74,0.17,1.0,0.13,2.22,113.0,19.564,0.04,7.0,3.0,1.0,0.1429,0.9714,1.0,0.16205,156.0104,2.0,0.0
喬鼎,電腦及週邊設備業,母公司,百萬營業額,N,,N,母公司,N,母公司,N,,N,百萬營業額,母公司,母公司,母公司,百萬營業額,N,3057.0,1406.0,1208.0,1181.0,1004.0,0.2,0.0,0.0,4848.0,6.3811,1.0,0.065,23.66,1105.23,19.564,1.4859,6.0,4.0,0.0,0.0,0.97,0.8,0.0004,1.6104,680.566,0.8958
銘異,電腦及週邊設備業,僅桃園市龜山區母公司範疇,,N,,N,僅桃園市龜山區母公司範疇,N,僅桃園市龜山區母公司範疇,N,,N,,僅桃園市龜山區母公司範疇,僅桃園市龜山區母公司範疇,僅桃園市龜山區母公司範疇,產品,ISO 14001,3060.0,919.0,771.0,640.0,557.0,0.22,0.0,0.0,87931.0,13.36635,1.0,0.2257,81.43,5408.52,7458.085,1.4335,7.0,3.0,1.0,0.14,0.86,0.29,0.0,6935.0,6935.0,6915.0
緯創,電腦及週邊設備業,母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠),單位:千噸取水量/十億元新台幣(以緯創全球主要製造廠區用水量/ 廠區營收做為計算基準),AA1000:2018,母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠),ISO 50001,母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠),ISO 14064,母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠),ISO 14064,母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠),ISO 14064,單位:千噸CO2e/十億元新台幣(以緯創全球主要製造廠區溫室氣體排放量 / 廠區營收做為計算基準),母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠),母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠),母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠),單位:千公噸廢棄物量/十億元新台幣(以緯創全球主要製造廠區用水量/ 廠區營收做為計算基準),ISO 14001,3231.0,1592.0,1406.0,1292.0,1101.0,0.215,16.0,0.0015,4090196.4,5.2,9.0,0.4837,20382.51,287909.87,16141042.93,0.39,9.0,5.0,1.0,0.1111,1.0,1.0,1043.5,38251.6,39295.1,0.05
融程電,電腦及週邊設備業,自來水水費單,,N,,N,僅母公司,N,僅母公司,N,,N,營業額,僅母公司,僅母公司,僅母公司,,N,3416.0,935.0,789.0,727.0,593.0,0.24,3.0,0.0078,517.0,2.945,5.0,0.065,41.02,711.66,19.564,0.301,7.0,2.0,0.0,0.0,1.0,1.0,0.3233,312.0,312.3233,0.0108
誠研,電腦及週邊設備業,包含合併財務報表之母子公司,,N,包含合併財務報表之母子公司,N,,N,,N,,N,,包含合併財務報表之母子公司,包含合併財務報表之母子公司,包含合併財務報表之母子公司,,N,3494.0,848.0,709.0,610.0,476.0,0.2222,0.0,0.0,15475.0,0.5238999999999999,1.0,0.013,210.0155,2130.555,19.564,0.0018499999999999999,5.0,3.0,1.0,0.2,0.8,1.0,0.1254,7.775399999999999,31.6,0.0108
華擎,電腦及週邊設備業,母公司,員工人均用水量,N,母公司(目前用電主要以台電為主，未使用再生能源),N,,N,僅母公司,N,,N,每百萬營業額,母公司,母公司,母公司,員工人均廢棄物量,N,3515.0,2928.0,2703.0,2277.0,1937.0,0.3839,0.0,0.0,4726.0,15.0,4.0,0.0,15.879999999999999,1074.22,19.564,0.074,7.0,3.0,0.0,0.0,0.9286,1.0,0.0004,1.6104,3.55,0.01
精聯,電腦及週邊設備業,僅母公司,佰萬營業額,N,,N,,N,僅母公司,N,,N,佰萬營業額,僅母公司之文件紙張銷毀量及電子廢棄物數量,僅母公司之文件紙張銷毀量及電子廢棄物數量,僅母公司之文件紙張銷毀量及電子廢棄物數量,億營業額,N,3652.0,1062.0,921.0,808.0,730.0,0.25,3.0,0.01,4626.0,2.6578,0.0,0.065,344.5535,370.0,19.564,0.2125,9.0,3.0,1.0,0.1111,0.97,1.0,0.0,3.2,3.2,0.1839
大眾控,電腦及週邊設備業,,,N,,N,,N,,N,,N,,,,,,N,3701.0,2962.0,2776.0,902.0,750.0,0.1667,0.0,0.0,350442.0,6.56325,3.0,0.004,870.735,20567.85,1056.0,0.6278,7.0,3.0,0.0,0.0,1.0,1.0,186.30579999999998,2189.755,1137.06,0.03715
