公司代號,公司名稱,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率
6782,視陽,"1,937","1,732","1,447","1,186",17.65%,0,0.00%
6789,采鈺,"1,470","1,255","1,334","1,069",20.10%,0,0.00%
6790,永豐實,"1,000",819,850,746,33.00%,10,1.40%
6792,詠業,"1,032",894,815,662,14.29%,6,1.03%
6796,晉弘,"1,109",934,936,773,30.00%,0,0.00%
6799,來頡,"3,059","2,841","1,704","1,562",18.18%,0,0.00%
6806,森崴能源,"1,004",861,868,717,11.00%,0,0.00%
6807,峰源-KY,N/A,N/A,N/A,N/A,28.89%,370,20.17%
6830,汎銓,"1,527","1,276","1,342","1,066",30.00%,0,0.00%
6834,天二科技,687,574,535,495,13.34%,0,0.00%
6835,圓裕,"1,150","1,016",800,738,41.38%,0,0.00%
6854,錼創科技-KY創,N/A,N/A,N/A,N/A,9.21%,1,0.25%
6861,睿生光電,"1,470","1,263",N/A,N/A,11.36%,0,0.00%
6863,永道-KY,N/A,N/A,N/A,N/A,0.00%,0,0.00%
6869,雲豹能源,"1,775","1,538",N/A,N/A,14.29%,0,0.00%
6873,泓德能源,"1,718","1,540","1,158","1,023",34.60%,0,0.00%
8011,台通,721,609,598,558,25.00%,4,1.47%
8016,矽創,"3,953","3,638","3,641","3,270",27.80%,0,0.00%
8021,尖點,"1,022",903,752,634,25.00%,6,1.64%
8028,昇陽半導體,"1,006",842,768,729,29.31%,5,0.50%
8033,雷虎,906,774,580,561,20.00%,0,0.00%
8039,台虹,"1,107",904,828,740,11.00%,3,0.35%
8046,南電,"1,323","1,167","1,190","1,131",2.90%,0,0.00%
8070,長華*,"3,608","3,368","2,097","1,325",29.71%,9,0.39%
8072,陞泰,"1,193","1,080",658,446,50.00%,0,0.00%
8081,致新,"2,911","2,647","2,592","2,306",23.00%,0,0.00%
8101,華冠,"1,423","1,212",848,815,14.00%,0,0.00%
8103,瀚荃,"1,229","1,050",933,788,43.00%,0,0.00%
8104,錸寶,886,737,688,568,9.52%,4,1.93%
8105,凌巨,965,827,830,742,21.80%,2,0.10%
8110,華東,770,659,623,547,33.00%,2,0.10%
8112,至上,"2,124","1,777","1,300","1,198",18.18%,0,0.00%
8114,振樺電,"1,076",937,689,565,47.76%,2,0.62%
8131,福懋科,717,617,597,558,7.29%,0,0.00%
8150,南茂,"1,184",975,948,857,20.57%,5,0.09%
8163,達方,"1,463","1,297","1,210","1,005",2.20%,16,0.21%
8201,無敵,"1,140",916,807,752,14.13%,0,0.00%
8210,勤誠,"1,215","1,067","1,244","1,012",37.50%,2,1.12%
8213,志超,"2,771","2,523","1,426","1,210",33.33%,0,0.00%
8215,明基材,"1,274","1,101","1,098",754,33.40%,7,0.27%
8222,寶一,641,531,514,494,29.00%,0,0.00%
8249,菱光,"2,529","2,292","1,483","1,262",25.00%,0,0.00%
8261,富鼎,"2,772","2,390","1,993","1,492",16.00%,1,0.76%
8271,宇瞻,"1,488","1,293","1,178","1,014",35.85%,5,1.06%
8341,日友,"1,340","1,168","1,019",828,8.00%,4,1.15%
8367,建新國際,951,799,760,704,35.29%,5,1.07%
8374,羅昇,"1,225","1,047",895,816,25.00%,0,0.00%
8404,百和興業-KY,N/A,N/A,N/A,N/A,43.40%,18,0.45%
8411,福貞-KY,N/A,N/A,N/A,N/A,24.71%,3,0.43%
8422,可寧衛,"1,296","1,096",889,688,0.00%,11,3.54%
8429,金麗-KY,N/A,N/A,N/A,N/A,0.00%,0,0.00%
8438,昶昕,850,723,682,581,28.57%,4,1.75%
8442,威宏-KY,N/A,N/A,N/A,N/A,0.00%,0,0.00%
8443,阿瘦,603,494,570,515,60.00%,10,2.00%
8454,富邦媒,970,799,842,724,54.83%,40,1.32%
8462,柏文,"1,134","1,014",655,541,48.47%,6,0.40%
8463,潤泰材,918,759,673,604,12.00%,9,2.62%
8464,億豐,"2,068","1,841","1,457","1,197",26.32%,2,0.78%
8466,美吉吉-KY,N/A,N/A,N/A,N/A,35.14%,18,2.20%
8467,波力-KY,N/A,N/A,N/A,N/A,34.01%,25,0.22%
8473,山林水,574,459,524,453,22.00%,1,0.13%
8476,台境*,"1,597","1,449",972,752,7.69%,0,0.00%
8478,東哥遊艇,"1,264","1,151",956,877,18.39%,6,0.84%
8481,政伸,"1,235","1,088","1,032",957,38.46%,0,0.00%
8482,商億-KY,N/A,N/A,N/A,N/A,5.00%,136,8.17%
8488,吉源-KY,N/A,N/A,N/A,N/A,22.22%,0,0.00%
8499,鼎炫-KY,N/A,N/A,N/A,N/A,25.00%,2,0.30%
8926,台汽電,"1,635","1,376","1,240","1,046",9.09%,0,0.00%
8940,新天地,816,679,498,406,47.61%,6,1.75%
8996,高力,"1,086",918,845,803,21.30%,7,1.24%
9802,鈺齊-KY,N/A,N/A,N/A,N/A,62.28%,17,0.07%
9902,台火,878,684,523,568,37.50%,0,0.00%
9904,寶成,969,840,899,659,49.70%,12,0.33%
9905,大華,735,586,617,570,10.47%,5,1.70%
9906,欣巴巴,"1,078",908,578,503,33.00%,1,1.72%
9907,統一實,"1,068",907,901,848,11.20%,4,0.36%
9908,大台北,"1,239","1,059","1,074",995,5.40%,0,0.00%
9910,豐泰,"1,674","1,490","1,394","1,094",42.20%,66,0.05%
9911,櫻花,886,770,778,648,1.79%,6,0.56%
9912,偉聯,"1,352","1,131",879,721,42.86%,0,0.00%
9914,美利達,"1,041",913,955,777,11.54%,2,0.15%
9917,中保科,961,813,771,724,30.43%,29,1.17%
9918,欣天然,"1,268","1,076",936,867,23.30%,0,0.00%
9919,康那香,705,592,543,487,36.36%,7,1.08%
9921,巨大,"1,033",889,830,690,31.58%,53,0.47%
9924,福興,718,611,559,462,30.77%,5,0.40%
9925,新保,848,701,682,635,6.54%,16,0.91%
9926,新海,"1,224","1,032","1,249","1,246",25.00%,0,0.00%
9927,泰銘,980,833,721,684,9.09%,0,0.00%
9928,中視,781,647,684,614,21.42%,2,0.45%
9929,秋雨,676,551,522,495,37.50%,1,0.80%
9930,中聯資源,"1,767","1,526","1,435","1,331",8.33%,0,0.00%
9931,欣高,"1,113",949,907,859,20.00%,0,0.00%
9933,中鼎,"1,444","1,262","1,160","1,014",14.27%,0,0.00%
9934,成霖,"1,519","1,343",662,642,37.00%,0,0.00%
9935,慶豐富,742,669,591,519,25.53%,5,0.91%
9937,全國,470,396,516,423,47.87%,7,0.29%
9938,百和,846,732,649,499,43.68%,4,0.40%
9939,宏全,811,714,686,627,3.09%,9,2.41%
9940,信義,"1,211","1,050","1,105",802,20.40%,231,4.52%
9941,裕融,"1,709","1,450","1,366","1,124",30.91%,2,0.24%
9942,茂順,761,641,611,542,22.50%,45,4.00%
9943,好樂迪,532,452,535,490,2.80%,40,3.10%
9944,新麗,735,624,615,538,29.11%,1,0.10%
9945,潤泰新,"1,076",941,641,386,35.00%,0,0.00%
9946,三發地產,"1,190","1,014",876,767,45.45%,0,0.00%
9955,佳龍,938,734,556,480,33.33%,0,0.00%
9958,世紀鋼,897,726,617,529,27.19%,2,0.67%
